enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods
chr2,15441457,15454537,K562_TE_11086,chr20,34323759,34335234,K562_MPT_8163,ENSG00000131051.16,RBM39,protein_coding,6,0.00863,K562,KARR-seq
chr11,76596365,76631319,K562_TE_4265,chr1,26555691,26565693,K562_MPT_255,ENSG00000130695.9,CEP85,protein_coding,6,0.00863,K562,KARR-seq
chr10,49522028,49525974,K562_TE_2839,chr12,24097581,24108966,K562_MPT_2830,ENSG00000134532.11,SOX5,protein_coding,6,0.00863,K562,KARR-seq
chr7,104985430,105018745,K562_TE_20253,chr11,129812356,129822517,K562_MPT_2678,ENSG00000170325.10,PRDM10,protein_coding,6,0.00863,K562,KARR-seq
chr16,4332460,4358265,K562_TE_7907,chr15,91406822,91423918,K562_MPT_4549,ENSG00000140564.6,FURIN,protein_coding,6,0.00863,K562,KARR-seq
chr16,14491236,14499477,K562_TE_8002,chr16,9051469,9063371,K562_MPT_4693,ENSG00000260979.1,RP11-77H9.8,lncRNA,6,0.00863,K562,KARR-seq
chr15,27363914,27382227,K562_TE_7023,chr11,111952497,111962623,K562_MPT_2587,ENSG00000204370.4,SDHD,protein_coding,6,0.00863,K562,KARR-seq
chr17,57905311,57931090,K562_SE_315,chr9,131128598,131138650,K562_MPT_13134,ENSG00000167118.6,URM1,protein_coding,6,0.00863,K562,KARR-seq
chr6,153603463,153603773,K562_TE_19199,chr17,73770367,73786567,K562_MPT_5829,ENSG00000263565.1,MIR4738,miRNA,6,0.00863,K562,KARR-seq
chr6,7195029,7219836,K562_SE_562,chr19,13208681,13218975,K562_MPT_6426,ENSG00000104903.4,LYL1,protein_coding,6,0.00863,K562,KARR-seq
chr1,16438337,16522116,K562_SE_11,chr10,27144792,27155016,K562_MPT_1534,ENSG00000136754.12,ABI1,protein_coding,6,0.00863,K562,KARR-seq
chr3,176855948,176909086,K562_TE_15500,chr12,50469281,50487018,K562_MPT_2953,ENSG00000110881.7,ASIC1,protein_coding,6,0.00863,K562,KARR-seq
chr8,130452382,130513523,K562_TE_21615,chr4,122740087,122754828,K562_MPT_9986,ENSG00000138686.5,BBS7,protein_coding,6,0.00863,K562,KARR-seq
chr1,15093392,15127998,K562_SE_7,chr4,109536551,109546812,K562_MPT_9950,ENSG00000109475.12,RPL34,protein_coding,6,0.00863,K562,KARR-seq
chr7,127534450,127549321,K562_TE_20419,chr17,73506341,73526870,K562_MPT_5824,ENSG00000182173.8,TSEN54,protein_coding,6,0.00863,K562,KARR-seq
chr6,43837350,44064227,K562_SE_602,chr3,125071124,125081662,K562_MPT_9289,ENSG00000163848.14,ZNF148,protein_coding,6,0.00863,K562,KARR-seq
chr6,15253980,15391637,K562_SE_569,chr20,383142,395528,K562_MPT_8000,ENSG00000125826.15,RBCK1,protein_coding,6,0.00863,K562,KARR-seq
chr5,65257001,65285129,K562_TE_17102,chr17,21899694,21916558,K562_MPT_5363,ENSG00000266746.1,RP11-1109M24.7,pseudogene,6,0.00863,K562,KARR-seq
chr21,46184719,46214237,K562_TE_13713,chr11,95514969,95533706,K562_MPT_2546,ENSG00000077458.8,FAM76B,protein_coding,6,0.00863,K562,KARR-seq
chr6,108247901,108269799,K562_TE_18839,chr11,6490090,6507731,K562_MPT_2038,ENSG00000110171.14,TRIM3,protein_coding,6,0.00863,K562,KARR-seq
chr1,51997530,52049537,K562_TE_763,chr2,55269022,55282964,K562_MPT_7279,ENSG00000115310.13,RTN4,protein_coding,6,0.00863,K562,KARR-seq
chr2,87738949,87854483,K562_SE_373,chr17,27164745,27174857,K562_MPT_5391,ENSG00000173065.9,FAM222B,protein_coding,6,0.00863,K562,KARR-seq
chr21,38744669,38835594,K562_SE_428,chr20,60957172,60967381,K562_MPT_8332,ENSG00000171858.13,RPS21,protein_coding,6,0.00863,K562,KARR-seq
chr6,163859406,163861359,K562_TE_19310,chrX,49116288,49134517,K562_MPT_13417,ENSG00000049769.8,PPP1R3F,protein_coding,6,0.00863,K562,KARR-seq
chr21,36189417,36198620,K562_TE_13590,chr6,3063658,3074128,K562_MPT_10772,ENSG00000137275.9,RIPK1,protein_coding,6,0.00863,K562,KARR-seq
chr11,59299485,59335843,K562_SE_175,chrX,138067729,138077729,K562_MPT_13660,ENSG00000129682.9,FGF13,protein_coding,6,0.00863,K562,KARR-seq
chr7,101721975,101725540,K562_TE_20199,chr9,139680807,139714988,K562_MPT_13233,ENSG00000213212.3,NCLP1,pseudogene,6,0.00863,K562,KARR-seq
chr17,17642491,17656822,K562_TE_8855,chr19,19238210,19254322,K562_MPT_6539,ENSG00000064545.10,TMEM161A,protein_coding,6,0.00863,K562,KARR-seq
chr22,41901464,41922664,K562_TE_14160,chr16,1374079,1406984,K562_MPT_4614,ENSG00000007516.9,BAIAP3,protein_coding,6,0.00863,K562,KARR-seq
chr5,139044176,139051707,K562_SE_546,chr5,884814,898757,K562_MPT_10148,ENSG00000071539.9,TRIP13,protein_coding,6,0.00863,K562,KARR-seq
chr15,79657940,79671060,K562_TE_7617,chr9,126025843,126035855,K562_MPT_13081,ENSG00000165209.14,STRBP,protein_coding,6,0.00863,K562,KARR-seq
chr9,80421666,80458930,K562_TE_22059,chr9,139771364,139788987,K562_MPT_13236,ENSG00000266507.1,MIR4479,miRNA,6,0.00863,K562,KARR-seq
chr18,48710196,48718280,K562_TE_10019,chr11,74694179,74704990,K562_MPT_2456,ENSG00000162139.5,NEU3,protein_coding,6,0.00863,K562,KARR-seq
chr22,40160977,40277899,K562_SE_445,chr17,48222877,48232877,K562_MPT_5656,ENSG00000108819.9,PPP1R9B,protein_coding,6,0.00863,K562,KARR-seq
chr6,147532768,147547718,K562_TE_19148,chr7,6741474,6754759,K562_MPT_11554,ENSG00000187953.6,PMS2CL,pseudogene,6,0.00863,K562,KARR-seq
chr8,126937450,126959759,K562_TE_21586,chr3,5158905,5168981,K562_MPT_8864,ENSG00000134108.8,ARL8B,protein_coding,6,0.00863,K562,KARR-seq
chr9,97780600,97795465,K562_TE_22176,chr1,37935012,37952291,K562_MPT_387,ENSG00000233621.1,RP11-422J8.1,lncRNA,6,0.00863,K562,KARR-seq
chr19,52190845,52208804,K562_TE_10872,chr6,109771925,109782190,K562_MPT_11274,ENSG00000135596.13,MICAL1,protein_coding,6,0.00863,K562,KARR-seq
chr5,137695185,137705484,K562_TE_17613,chr3,15101767,15111842,K562_MPT_8921,ENSG00000131368.3,MRPS25,protein_coding,6,0.00863,K562,KARR-seq
chr16,88825907,88843302,K562_SE_288,chr12,108949935,108961386,K562_MPT_3233,ENSG00000136003.11,ISCU,protein_coding,6,0.00863,K562,KARR-seq
chr13,50760113,50783584,K562_TE_6087,chr10,1083295,1107798,K562_MPT_1440,ENSG00000067064.6,IDI1,protein_coding,6,0.00863,K562,KARR-seq
chrX,39926369,40029585,K562_SE_742,chr20,809358,825620,K562_MPT_8006,ENSG00000125898.8,FAM110A,protein_coding,6,0.00863,K562,KARR-seq
chr3,13444841,13503274,K562_TE_14376,chr2,71216573,71227466,K562_MPT_7376,ENSG00000144043.7,TEX261,protein_coding,6,0.00863,K562,KARR-seq
chr15,37224335,37252867,K562_TE_7127,chr2,240959723,240974906,K562_MPT_7966,ENSG00000182083.6,OR6B2,protein_coding,6,0.00863,K562,KARR-seq
chr9,3548682,3550798,K562_TE_21747,chr16,2241526,2278717,K562_MPT_4631,ENSG00000167965.13,MLST8,protein_coding,6,0.00863,K562,KARR-seq
chr7,153105705,153129442,K562_SE_673,chr1,154575682,154590067,K562_MPT_936,ENSG00000268141.1,AL606500.1,protein_coding,6,0.00863,K562,KARR-seq
chr16,88509252,88598161,K562_SE_287,chr1,155899164,155909190,K562_MPT_959,ENSG00000132680.6,KIAA0907,protein_coding,6,0.00863,K562,KARR-seq
chr10,119102302,119146856,K562_TE_3385,chr7,142972050,142992708,K562_MPT_12126,ENSG00000231840.1,AC073342.12,lncRNA,6,0.00863,K562,KARR-seq
chr7,120621793,120694187,K562_SE_662,chr8,99048954,99066084,K562_MPT_12528,ENSG00000245970.2,KB-1208A12.3,lncRNA,6,0.00863,K562,KARR-seq
chr1,143449745,143468119,K562_SE_62,chr6,79782953,79792953,K562_MPT_11185,ENSG00000146247.13,PHIP,protein_coding,6,0.00863,K562,KARR-seq
chr4,151690384,151706183,K562_TE_16585,chrX,48630385,48649981,K562_MPT_13400,ENSG00000207367.1,RNU6-29P,snRNA,6,0.00863,K562,KARR-seq
chr16,89470522,89481522,K562_TE_8653,chr18,153383,163858,K562_MPT_5946,ENSG00000101557.10,USP14,protein_coding,6,0.00863,K562,KARR-seq
chr20,37055003,37089235,K562_SE_405,chr10,73965495,73985510,K562_MPT_1703,ENSG00000200344.1,Y_RNA,misc_RNA,6,0.00863,K562,KARR-seq
chr3,14479781,14500264,K562_TE_14386,chr1,85150972,85161486,K562_MPT_621,ENSG00000117155.12,SSX2IP,protein_coding,6,0.00863,K562,KARR-seq
chr6,122803278,122812921,K562_TE_18966,chr20,54962187,54972707,K562_MPT_8301,ENSG00000087586.13,AURKA,protein_coding,6,0.00863,K562,KARR-seq
chr22,44438756,44453698,K562_TE_14207,chr5,141698747,141709863,K562_MPT_10572,ENSG00000231185.2,AC005592.2,lncRNA,6,0.00863,K562,KARR-seq
chr2,169664581,169681985,K562_TE_12259,chr1,207813519,207823579,K562_MPT_1238,ENSG00000197721.12,CR1L,protein_coding,6,0.00863,K562,KARR-seq
chr5,53545021,53626040,K562_SE_532,chr4,4244939,4254950,K562_MPT_9669,ENSG00000132406.7,TMEM128,protein_coding,6,0.00863,K562,KARR-seq
chr7,66136163,66152745,K562_TE_19914,chr12,49653539,49672089,K562_MPT_2938,ENSG00000167553.10,TUBA1C,protein_coding,6,0.00863,K562,KARR-seq
chr18,9733561,9966563,K562_SE_328,chr22,50734891,50770489,K562_MPT_8845,ENSG00000196576.10,PLXNB2,protein_coding,6,0.00863,K562,KARR-seq
chr15,85535299,85591993,K562_TE_7698,chr3,38173115,38185156,K562_MPT_8981,ENSG00000060971.13,ACAA1,protein_coding,6,0.00863,K562,KARR-seq
chr6,118938314,118962543,K562_TE_18935,chr1,119677947,119688353,K562_MPT_785,ENSG00000116874.7,WARS2,protein_coding,6,0.00863,K562,KARR-seq
chr1,91274801,91298046,K562_TE_1056,chr17,48780285,48790285,K562_MPT_5669,ENSG00000154945.6,ANKRD40,protein_coding,6,0.00863,K562,KARR-seq
chr3,133930594,133962773,K562_TE_15181,chr17,80003824,80028763,K562_MPT_5920,ENSG00000169718.13,DUS1L,protein_coding,6,0.00863,K562,KARR-seq
chr12,25043466,25109549,K562_TE_4877,chr1,33497441,33507593,K562_MPT_355,ENSG00000004455.12,AK2,protein_coding,6,0.00863,K562,KARR-seq
chr22,43318032,43345167,K562_TE_14189,chr19,47207602,47225384,K562_MPT_6838,ENSG00000105287.8,PRKD2,protein_coding,6,0.00863,K562,KARR-seq
chr10,35630893,35721029,K562_SE_130,chr19,30428158,30438425,K562_MPT_6593,ENSG00000105176.13,URI1,protein_coding,6,0.00863,K562,KARR-seq
chr22,19183143,19206596,K562_TE_13783,chr2,201975827,202002707,K562_MPT_7825,ENSG00000003402.15,CFLAR,protein_coding,6,0.00863,K562,KARR-seq
chr10,49567657,49572355,K562_TE_2840,chr19,10509193,10519214,K562_MPT_6361,ENSG00000105401.2,CDC37,protein_coding,6,0.00863,K562,KARR-seq
chr7,36434827,36445055,K562_TE_19723,chr17,42139027,42157102,K562_MPT_5564,ENSG00000161654.5,LSM12,protein_coding,6,0.00863,K562,KARR-seq
chr14,56246942,56282148,K562_TE_6545,chr3,40346175,40356175,K562_MPT_8994,ENSG00000114784.3,EIF1B,protein_coding,6,0.00863,K562,KARR-seq
chr4,79505800,79594388,K562_SE_515,chr5,118663870,118673870,K562_MPT_10453,ENSG00000145779.7,TNFAIP8,protein_coding,6,0.00863,K562,KARR-seq
chr11,77489569,77518985,K562_TE_4279,chr8,141513142,141527081,K562_MPT_12644,ENSG00000104472.5,CHRAC1,protein_coding,6,0.00863,K562,KARR-seq
chr5,68590864,68608736,K562_TE_17125,chr10,120933345,120943345,K562_MPT_1909,ENSG00000165672.5,PRDX3,protein_coding,6,0.00863,K562,KARR-seq
chr16,85548387,85639758,K562_SE_284,chr16,75651681,75662198,K562_MPT_5080,ENSG00000065457.6,ADAT1,protein_coding,6,0.00863,K562,KARR-seq
chr6,13473190,13481356,K562_TE_18137,chr3,186643274,186655337,K562_MPT_9547,ENSG00000073849.10,ST6GAL1,protein_coding,6,0.00863,K562,KARR-seq
chr8,96074459,96130471,K562_SE_691,chr15,65800169,65815042,K562_MPT_4349,ENSG00000074603.14,DPP8,protein_coding,6,0.00863,K562,KARR-seq
chrX,73468847,73471797,K562_TE_23036,chr8,144344607,144356636,K562_MPT_12666,ENSG00000250571.2,GLI4,protein_coding,6,0.00863,K562,KARR-seq
chr5,170822653,170836854,K562_TE_17859,chr3,180314723,180325350,K562_MPT_9494,ENSG00000163728.6,TTC14,protein_coding,6,0.00863,K562,KARR-seq
chr7,123349629,123383230,K562_TE_20396,chr19,40557063,40567116,K562_MPT_6710,ENSG00000128000.11,ZNF780B,protein_coding,6,0.00863,K562,KARR-seq
chr2,134889411,134936170,K562_TE_12070,chr1,150516884,150544336,K562_MPT_882,ENSG00000143382.9,ADAMTSL4,protein_coding,6,0.00863,K562,KARR-seq
chr12,11311578,11326977,K562_TE_4784,chr17,3814794,3824794,K562_MPT_5205,ENSG00000108405.3,P2RX1,protein_coding,6,0.00863,K562,KARR-seq
chr10,24995424,25006000,K562_TE_2653,chr19,1870015,1890546,K562_MPT_6203,ENSG00000261526.1,CTB-31O20.2,lncRNA,6,0.00863,K562,KARR-seq
chr12,65049074,65088927,K562_TE_5223,chrX,46999268,47009903,K562_MPT_13375,ENSG00000182872.11,RBM10,protein_coding,6,0.00863,K562,KARR-seq
chr3,176855948,176909086,K562_TE_15500,chr6,112161147,112172818,K562_MPT_11287,ENSG00000010810.13,FYN,protein_coding,6,0.00863,K562,KARR-seq
chr6,41008497,41033819,K562_TE_18475,chr13,103237163,103254373,K562_MPT_3626,ENSG00000261057.1,LINC00555,lncRNA,6,0.00863,K562,KARR-seq
chr1,52071709,52138059,K562_TE_764,chr19,34658430,34668563,K562_MPT_6609,ENSG00000257103.4,LSM14A,protein_coding,6,0.00863,K562,KARR-seq
chrX,153945777,153970715,K562_TE_23398,chr20,32245090,32267323,K562_MPT_8133,ENSG00000271803.1,RP1-63M2.5,lncRNA,6,0.00863,K562,KARR-seq
chr1,167829454,167850322,K562_SE_81,chr1,38406981,38417729,K562_MPT_397,ENSG00000204084.8,INPP5B,protein_coding,6,0.00863,K562,KARR-seq
chr17,27963624,28067286,K562_SE_299,chr5,178281954,178292688,K562_MPT_10721,ENSG00000178338.6,ZNF354B,protein_coding,6,0.00863,K562,KARR-seq
chr4,174068712,174158651,K562_TE_16685,chr3,32732041,32742041,K562_MPT_8960,ENSG00000182973.14,CNOT10,protein_coding,6,0.00863,K562,KARR-seq
chr1,109626153,109650176,K562_TE_1184,chrX,64882537,64892537,K562_MPT_13474,ENSG00000147065.12,MSN,protein_coding,6,0.00863,K562,KARR-seq
chr2,220372195,220395715,K562_TE_12706,chr15,51051758,51063005,K562_MPT_4271,ENSG00000138600.5,SPPL2A,protein_coding,6,0.00863,K562,KARR-seq
chrX,70658333,70676369,K562_TE_23016,chr20,62689497,62702564,K562_MPT_8365,ENSG00000171703.12,TCEA2,protein_coding,6,0.00863,K562,KARR-seq
chr8,91171169,91256982,K562_SE_690,chr1,45236109,45251387,K562_MPT_473,ENSG00000207421.1,SNORD38B,snoRNA,6,0.00863,K562,KARR-seq
chr3,141274934,141288883,K562_TE_15241,chr2,241492379,241513626,K562_MPT_7970,ENSG00000188542.5,DUSP28,protein_coding,6,0.00863,K562,KARR-seq
chr2,236566975,236589371,K562_TE_12821,chr17,62482640,62511361,K562_MPT_5757,ENSG00000258890.2,CEP95,protein_coding,6,0.00863,K562,KARR-seq
chr3,33074427,33125965,K562_TE_14500,chr10,5926535,5941349,K562_MPT_1460,ENSG00000134452.15,FBXO18,protein_coding,6,0.00863,K562,KARR-seq
chr20,49174792,49188784,K562_TE_13329,chr16,23842322,23853544,K562_MPT_4788,ENSG00000166501.8,PRKCB,protein_coding,6,0.00863,K562,KARR-seq
chr16,85210066,85383708,K562_SE_282,chr10,70710884,70720884,K562_MPT_1676,ENSG00000165732.8,DDX21,protein_coding,6,0.00863,K562,KARR-seq
chr1,65349691,65427295,K562_TE_899,chr6,44089651,44107770,K562_MPT_11115,ENSG00000180992.5,MRPL14,protein_coding,6,0.00863,K562,KARR-seq
chr11,5383351,5392390,K562_TE_3581,chr10,5483572,5493574,K562_MPT_1454,ENSG00000173848.14,NET1,protein_coding,6,0.00863,K562,KARR-seq
chr1,54790664,54798839,K562_TE_819,chr11,57188329,57200053,K562_MPT_2219,ENSG00000134802.13,SLC43A3,protein_coding,6,0.00863,K562,KARR-seq
chr6,122803278,122812921,K562_TE_18966,chr17,75433191,75457448,K562_MPT_5859,ENSG00000200344.1,Y_RNA,misc_RNA,6,0.00863,K562,KARR-seq
chr9,99994073,99995886,K562_TE_22209,chr17,79353929,79379578,K562_MPT_5907,ENSG00000171282.9,RP11-1055B8.7,protein_coding,6,0.00863,K562,KARR-seq
chr3,191084695,191096391,K562_TE_15628,chr14,35868346,35878952,K562_MPT_3773,ENSG00000100906.6,NFKBIA,protein_coding,6,0.00863,K562,KARR-seq
chr2,175411836,175412609,K562_TE_12350,chr16,67175187,67238014,K562_MPT_4994,ENSG00000237172.3,B3GNT9,protein_coding,6,0.00863,K562,KARR-seq
chr7,96755031,96760390,K562_TE_20116,chr6,167355151,167375672,K562_MPT_11475,ENSG00000197146.2,AL133458.1,pseudogene,6,0.00863,K562,KARR-seq
chr1,41692510,41702725,K562_TE_628,chr1,155899164,155909190,K562_MPT_959,ENSG00000132680.6,KIAA0907,protein_coding,6,0.00863,K562,KARR-seq
chr9,127148013,127156774,K562_TE_22432,chr14,45598732,45610157,K562_MPT_3790,ENSG00000100442.6,FKBP3,protein_coding,6,0.00863,K562,KARR-seq
chr4,140063829,140090049,K562_TE_16523,chr1,173827386,173843094,K562_MPT_1095,ENSG00000270084.1,GAS5-AS1,lncRNA,6,0.00863,K562,KARR-seq
chr2,69809230,69861767,K562_TE_11609,chr1,27015622,27027895,K562_MPT_266,ENSG00000260063.1,RP5-968P14.2,lncRNA,6,0.00863,K562,KARR-seq
chr19,597221,611913,K562_TE_10181,chr1,220436259,220450796,K562_MPT_1285,ENSG00000118873.11,RAB3GAP2,protein_coding,6,0.00863,K562,KARR-seq
chr20,3107236,3121385,K562_TE_12934,chr9,140468387,140478387,K562_MPT_13254,ENSG00000148399.7,DPH7,protein_coding,6,0.00863,K562,KARR-seq
chr17,47500825,47502841,K562_TE_9259,chr12,80323495,80334240,K562_MPT_3144,ENSG00000257557.1,RP11-84G21.1,lncRNA,6,0.00863,K562,KARR-seq
chr2,11460078,11467032,K562_TE_11042,chr2,105649441,105659954,K562_MPT_7520,ENSG00000224509.1,AC010884.1,lncRNA,6,0.00863,K562,KARR-seq
chr4,10097065,10109295,K562_TE_15838,chr17,57223582,57238107,K562_MPT_5710,ENSG00000068489.8,PRR11,protein_coding,6,0.00863,K562,KARR-seq
chr6,7235173,7262603,K562_TE_18077,chr16,4458490,4480880,K562_MPT_4675,ENSG00000262246.1,CORO7,protein_coding,6,0.00863,K562,KARR-seq
chr19,6063864,6102577,K562_TE_10294,chr11,3005389,3018607,K562_MPT_1998,ENSG00000183562.2,AC131971.1,protein_coding,6,0.00863,K562,KARR-seq
chr9,134053898,134056973,K562_TE_22556,chr5,53601403,53611412,K562_MPT_10256,ENSG00000185305.6,ARL15,protein_coding,6,0.00863,K562,KARR-seq
chr17,55497606,55537159,K562_TE_9345,chr9,34174003,34184036,K562_MPT_12782,ENSG00000165006.9,UBAP1,protein_coding,6,0.00863,K562,KARR-seq
chr20,29518179,29537518,K562_TE_13068,chr2,170435850,170446157,K562_MPT_7701,ENSG00000138398.11,PPIG,protein_coding,6,0.00863,K562,KARR-seq
chr16,89381699,89456073,K562_TE_8652,chr15,59036793,59047177,K562_MPT_4313,ENSG00000137845.10,ADAM10,protein_coding,6,0.00863,K562,KARR-seq
chr19,15387467,15415672,K562_TE_10441,chr7,100266154,100278761,K562_MPT_11925,ENSG00000172354.5,GNB2,protein_coding,6,0.00863,K562,KARR-seq
chr8,6269486,6306168,K562_TE_20772,chr2,88919447,88932689,K562_MPT_7455,ENSG00000172071.7,EIF2AK3,protein_coding,6,0.00863,K562,KARR-seq
chr9,115062018,115101239,K562_TE_22331,chr12,54773244,54790082,K562_MPT_3019,ENSG00000161642.13,ZNF385A,protein_coding,6,0.00863,K562,KARR-seq
chr20,48278631,48324320,K562_SE_410,chr19,54682517,54718286,K562_MPT_6990,ENSG00000170889.9,RPS9,protein_coding,6,0.00863,K562,KARR-seq
chr10,126801223,126839727,K562_TE_3457,chr11,8003437,8013888,K562_MPT_2046,ENSG00000175390.8,EIF3F,protein_coding,6,0.00863,K562,KARR-seq
chr6,158249402,158288821,K562_SE_630,chr2,223720652,223731281,K562_MPT_7910,ENSG00000123983.9,ACSL3,protein_coding,6,0.00863,K562,KARR-seq
chr3,158418490,158459941,K562_TE_15393,chr14,103982438,104000563,K562_MPT_4065,ENSG00000166165.8,CKB,protein_coding,6,0.00863,K562,KARR-seq
chr21,36270273,36415020,K562_SE_426,chr7,56163352,56179269,K562_MPT_11736,ENSG00000239166.1,snoU13,snoRNA,6,0.00863,K562,KARR-seq
chr11,63766691,63776028,K562_TE_4041,chr14,102601023,102611261,K562_MPT_4049,ENSG00000080824.14,HSP90AA1,protein_coding,6,0.00863,K562,KARR-seq
chr1,28769596,28777411,K562_TE_428,chr2,27250822,27265743,K562_MPT_7164,ENSG00000119777.14,TMEM214,protein_coding,6,0.00863,K562,KARR-seq
chr3,45082598,45261279,K562_SE_464,chr20,30692309,30702539,K562_MPT_8119,ENSG00000101337.11,TM9SF4,protein_coding,6,0.00863,K562,KARR-seq
chr7,43061124,43081000,K562_TE_19768,chr9,130737792,130747792,K562_MPT_13122,ENSG00000167106.7,FAM102A,protein_coding,6,0.00863,K562,KARR-seq
chr1,118014558,118034725,K562_TE_1295,chr11,3005389,3018607,K562_MPT_1998,ENSG00000183562.2,AC131971.1,protein_coding,6,0.00863,K562,KARR-seq
chr18,67691240,67705592,K562_TE_10120,chr14,81888748,81907809,K562_MPT_3974,ENSG00000140022.5,STON2,protein_coding,6,0.00863,K562,KARR-seq
chr17,3847566,3911178,K562_TE_8716,chr22,19969616,19983317,K562_MPT_8552,ENSG00000099889.9,ARVCF,protein_coding,6,0.00863,K562,KARR-seq
chr1,90329507,90423245,K562_SE_51,chr4,75018829,75029085,K562_MPT_9840,ENSG00000163738.14,MTHFD2L,protein_coding,6,0.00863,K562,KARR-seq
chrX,129964041,129970739,K562_TE_23242,chr2,158726623,158739195,K562_MPT_7675,ENSG00000270557.1,RP11-546J1.1,lncRNA,6,0.00863,K562,KARR-seq
chr15,85535299,85591993,K562_TE_7698,chr1,29203347,29225253,K562_MPT_311,ENSG00000200344.1,Y_RNA,misc_RNA,6,0.00863,K562,KARR-seq
chr10,24932196,24935473,K562_TE_2651,chr19,5675205,5699557,K562_MPT_6284,ENSG00000130255.8,RPL36,protein_coding,6,0.00863,K562,KARR-seq
chr3,16327422,16361768,K562_TE_14416,chr1,40500905,40511554,K562_MPT_422,ENSG00000131236.12,CAP1,protein_coding,6,0.00863,K562,KARR-seq
chr7,133729176,133770411,K562_TE_20504,chr19,50138458,50153180,K562_MPT_6900,ENSG00000126461.10,SCAF1,protein_coding,6,0.00863,K562,KARR-seq
chr7,151192799,151209444,K562_TE_20681,chr1,52185568,52200706,K562_MPT_512,ENSG00000212624.1,SNORA26,snoRNA,6,0.00863,K562,KARR-seq
chr7,157138114,157161220,K562_TE_20727,chr10,43887279,43897794,K562_MPT_1585,ENSG00000169813.12,HNRNPF,protein_coding,6,0.00863,K562,KARR-seq
chr5,1631541,1653904,K562_TE_16818,chr6,34355451,34365451,K562_MPT_11018,ENSG00000272325.1,NUDT3,protein_coding,6,0.00863,K562,KARR-seq
chr11,20472414,20515323,K562_SE_167,chr4,160020330,160030330,K562_MPT_10070,ENSG00000109756.4,RAPGEF2,protein_coding,6,0.00863,K562,KARR-seq
chr22,38019850,38031389,K562_TE_14069,chr11,67154423,67176660,K562_MPT_2380,ENSG00000172613.3,RAD9A,protein_coding,6,0.00863,K562,KARR-seq
chr17,16331212,16347829,K562_SE_293,chr1,24013269,24024099,K562_MPT_224,ENSG00000142676.8,RPL11,protein_coding,6,0.00863,K562,KARR-seq
chr11,85732139,85775705,K562_TE_4317,chr14,55488769,55499345,K562_MPT_3829,ENSG00000180008.8,SOCS4,protein_coding,6,0.00863,K562,KARR-seq
chr7,33003331,33039037,K562_TE_19698,chr14,102547668,102558528,K562_MPT_4048,ENSG00000080824.14,HSP90AA1,protein_coding,6,0.00863,K562,KARR-seq
chr2,99070617,99089198,K562_TE_11823,chr16,1015866,1036808,K562_MPT_4611,ENSG00000260807.2,RP11-161M6.2,lncRNA,6,0.00863,K562,KARR-seq
chr12,123504199,123507874,K562_TE_5748,chr7,150749297,150764721,K562_MPT_12168,ENSG00000164889.8,SLC4A2,protein_coding,6,0.00863,K562,KARR-seq
chr19,42688716,42713131,K562_TE_10696,chr22,31879731,31897549,K562_MPT_8680,ENSG00000184708.13,EIF4ENIF1,protein_coding,6,0.00863,K562,KARR-seq
chr17,16331212,16347829,K562_SE_293,chr17,2491504,2502040,K562_MPT_5197,ENSG00000007168.8,PAFAH1B1,protein_coding,6,0.00863,K562,KARR-seq
chr3,196029105,196030499,K562_TE_15679,chr4,44850,58210,K562_MPT_9618,ENSG00000248302.2,Z95704.4,pseudogene,6,0.00863,K562,KARR-seq
chr11,129946355,129973694,K562_TE_4650,chr3,128201759,128217028,K562_MPT_9309,ENSG00000179348.7,GATA2,protein_coding,6,0.00863,K562,KARR-seq
chr1,167195210,167219205,K562_TE_1659,chr7,55428141,55438141,K562_MPT_11728,ENSG00000132434.5,LANCL2,protein_coding,6,0.00863,K562,KARR-seq
chr5,95033036,95077466,K562_SE_537,chr16,3345614,3363609,K562_MPT_4660,ENSG00000262899.1,LA16c-360H6.3,lncRNA,6,0.00863,K562,KARR-seq
chr1,156727335,156751084,K562_TE_1549,chr17,79662613,79685472,K562_MPT_5913,ENSG00000262049.1,RP13-1032I1.7,lncRNA,6,0.00863,K562,KARR-seq
chr16,88509252,88598161,K562_SE_287,chr19,2337720,2347720,K562_MPT_6219,ENSG00000005206.12,SPPL2B,lncRNA,6,0.00863,K562,KARR-seq
chr18,55924483,55967463,K562_TE_10079,chr5,118599387,118609449,K562_MPT_10452,ENSG00000145779.7,TNFAIP8,protein_coding,6,0.00863,K562,KARR-seq
chr15,74661455,74719695,K562_TE_7539,chr5,176916996,176929602,K562_MPT_10704,ENSG00000248996.1,RP11-1334A24.6,lncRNA,6,0.00863,K562,KARR-seq
chr3,176855948,176909086,K562_TE_15500,chr18,47007519,47028266,K562_MPT_6081,ENSG00000177576.6,C18orf32,protein_coding,6,0.00863,K562,KARR-seq
chr6,135512524,135517148,K562_TE_19054,chr1,151422533,151436941,K562_MPT_903,ENSG00000143442.17,POGZ,protein_coding,6,0.00863,K562,KARR-seq
chr1,26989411,27048025,K562_SE_24,chr16,70467991,70477991,K562_MPT_5041,ENSG00000157350.8,ST3GAL2,protein_coding,6,0.00863,K562,KARR-seq
