gene_chr	gene_chr_start	gene_chr_end	ENSG	gene_id	gene_type	strand	promoter_chr	promoter_chr_start	promoter_chr_end	promoter_id	enhancer_chr	enhancer_chr_start	enhancer_chr_end	enhancer_id	reads_count	P-value	cell_line	methods
chr11	62417166	62432650	ENSG00000255432.1	RP11-831H9.11	protein_coding	-	chr11	62427650	62451562	K562_MPT_2270	chr5	169692832	169707293	K562_TE_17855	2	7.74e-2	K562	KARR-seq
chr11	62437745	62441159	ENSG00000204922.4	C11orf83	protein_coding	+	chr11	62427650	62451562	K562_MPT_2270	chr5	169692832	169707293	K562_TE_17855	2	7.74e-2	K562	KARR-seq
chr5	40790179	40790306	ENSG00000212567.1	SNORA57	snoRNA	-	chr11	62427650	62451562	K562_MPT_2270	chr5	169692832	169707293	K562_TE_17855	2	7.74e-2	K562	KARR-seq
chr11	62430287	62439727	ENSG00000162194.8	C11orf48	protein_coding	-	chr11	62427650	62451562	K562_MPT_2270	chr5	169692832	169707293	K562_TE_17855	2	7.74e-2	K562	KARR-seq
chr2	54197975	54532437	ENSG00000170634.8	ACYP2	protein_coding	+	chr2	54192975	54203245	K562_MPT_7272	chr8	67830082	67847272	K562_SE_688	2	1.69e-1	K562	KARR-seq
chr2	54091204	54197977	ENSG00000068878.10	PSME4	protein_coding	-	chr2	54192975	54203245	K562_MPT_7272	chr8	67830082	67847272	K562_SE_688	2	1.69e-1	K562	KARR-seq
chr12	8380330	8384360	ENSG00000254016.2	ALG1L10P	pseudogene	+	chr12	8375183	8387368	K562_MPT_2769	chr12	54037987	54064351	K562_TE_5125	2	6.84e-2	K562	KARR-seq
chr12	8373856	8380214	ENSG00000171847.6	FAM90A1	protein_coding	-	chr12	8375183	8387368	K562_MPT_2769	chr12	54037987	54064351	K562_TE_5125	2	6.84e-2	K562	KARR-seq
chr12	8382368	8382433	ENSG00000266026.1	AC092111.1	miRNA	+	chr12	8375183	8387368	K562_MPT_2769	chr12	54037987	54064351	K562_TE_5125	2	6.84e-2	K562	KARR-seq
chr9	124999903	125027118	ENSG00000119446.9	RBM18	protein_coding	-	chr9	125013212	125032183	K562_MPT_13075	chr9	114399080	114406889	K562_TE_22320	2	1.60e-1	K562	KARR-seq
chr9	125026882	125085743	ENSG00000148187.13	MRRF	protein_coding	+	chr9	125013212	125032183	K562_MPT_13075	chr9	114399080	114406889	K562_TE_22320	2	1.60e-1	K562	KARR-seq
chr9	125018212	125018309	ENSG00000272317.1	AL162424.2	miRNA	+	chr9	125013212	125032183	K562_MPT_13075	chr9	114399080	114406889	K562_TE_22320	2	1.60e-1	K562	KARR-seq
chr3	37283280	37285668	ENSG00000270194.1	RP11-259K5.2	lncRNA	-	chr3	37279668	37290686	K562_MPT_8974	chr5	126297433	126361662	K562_SE_542	2	1.69e-1	K562	KARR-seq
chr3	37284668	37408242	ENSG00000144674.12	GOLGA4	protein_coding	+	chr3	37279668	37290686	K562_MPT_8974	chr5	126297433	126361662	K562_SE_542	2	1.69e-1	K562	KARR-seq
chr3	37283303	37285686	ENSG00000176354.2	AC097359.1	pseudogene	-	chr3	37279668	37290686	K562_MPT_8974	chr5	126297433	126361662	K562_SE_542	2	1.69e-1	K562	KARR-seq
chr12	56114151	56118489	ENSG00000135437.5	RDH5	protein_coding	+	chr12	56096485	56131432	K562_MPT_3029	chr18	5237059	5240293	K562_TE_9770	2	6.53e-2	K562	KARR-seq
chr12	56126150	56126432	ENSG00000257384.1	RP11-644F5.12	pseudogene	-	chr12	56096485	56131432	K562_MPT_3029	chr18	5237059	5240293	K562_TE_9770	2	6.53e-2	K562	KARR-seq
chr12	56109820	56113871	ENSG00000135441.3	BLOC1S1	protein_coding	+	chr12	56096485	56131432	K562_MPT_3029	chr18	5237059	5240293	K562_TE_9770	2	6.53e-2	K562	KARR-seq
chr12	56078352	56109827	ENSG00000135424.11	ITGA7	protein_coding	-	chr12	56096485	56131432	K562_MPT_3029	chr18	5237059	5240293	K562_TE_9770	2	6.53e-2	K562	KARR-seq
chr12	56122888	56124467	ENSG00000258056.1	RP11-644F5.11	lncRNA	+	chr12	56096485	56131432	K562_MPT_3029	chr18	5237059	5240293	K562_TE_9770	2	6.53e-2	K562	KARR-seq
chr12	56109820	56118487	ENSG00000258311.1	RP11-644F5.10	protein_coding	+	chr12	56096485	56131432	K562_MPT_3029	chr18	5237059	5240293	K562_TE_9770	2	6.53e-2	K562	KARR-seq
chr12	56119107	56123491	ENSG00000135404.7	CD63	protein_coding	-	chr12	56096485	56131432	K562_MPT_3029	chr18	5237059	5240293	K562_TE_9770	2	6.53e-2	K562	KARR-seq
chr2	178120673	178120738	ENSG00000265396.1	MIR3128	miRNA	-	chr2	178115738	178134859	K562_MPT_7747	chr17	6814340	6882186	K562_TE_8753	2	1.69e-1	K562	KARR-seq
chr2	178092323	178257425	ENSG00000116044.11	NFE2L2	protein_coding	-	chr2	178115738	178134859	K562_MPT_7747	chr17	6814340	6882186	K562_TE_8753	2	1.69e-1	K562	KARR-seq
chr2	178129087	178130243	ENSG00000222043.2	AC079305.10	lncRNA	+	chr2	178115738	178134859	K562_MPT_7747	chr17	6814340	6882186	K562_TE_8753	2	1.69e-1	K562	KARR-seq
chr8	144680074	144682485	ENSG00000179886.4	TIGD5	protein_coding	+	chr8	144669339	144705218	K562_MPT_12674	chr1	54790664	54798839	K562_TE_819	2	1.69e-1	K562	KARR-seq
chr8	144686083	144691943	ENSG00000104524.9	PYCRL	protein_coding	-	chr8	144669339	144705218	K562_MPT_12674	chr1	54790664	54798839	K562_TE_819	2	1.69e-1	K562	KARR-seq
chr8	144683416	144685394	ENSG00000271912.1	RP11-661A12.14	lncRNA	+	chr8	144669339	144705218	K562_MPT_12674	chr1	54790664	54798839	K562_TE_819	2	1.69e-1	K562	KARR-seq
chr8	144661867	144681711	ENSG00000104529.13	EEF1D	protein_coding	-	chr8	144669339	144705218	K562_MPT_12674	chr1	54790664	54798839	K562_TE_819	2	1.69e-1	K562	KARR-seq
chr8	144694788	144700218	ENSG00000104522.11	TSTA3	protein_coding	-	chr8	144669339	144705218	K562_MPT_12674	chr1	54790664	54798839	K562_TE_819	2	1.69e-1	K562	KARR-seq
chr9	2015342	2193624	ENSG00000080503.15	SMARCA2	protein_coding	+	chr9	2010342	2034019	K562_MPT_12718	chr21	35454587	35460327	K562_TE_13577	2	1.15e-1	K562	KARR-seq
chr7	104590762	104653491	ENSG00000228393.3	LINC01004	lncRNA	-	chr7	104648471	104659908	K562_MPT_11965	chr22	31985525	32012504	K562_TE_13992	2	1.69e-1	K562	KARR-seq
chr7	104654626	104754808	ENSG00000005483.15	KMT2E	protein_coding	+	chr7	104648471	104659908	K562_MPT_11965	chr22	31985525	32012504	K562_TE_13992	2	1.69e-1	K562	KARR-seq
chr7	104653872	104654768	ENSG00000239569.2	KMT2E-AS1	lncRNA	-	chr7	104648471	104659908	K562_MPT_11965	chr22	31985525	32012504	K562_TE_13992	2	1.69e-1	K562	KARR-seq
chr22	19833661	19842419	ENSG00000215012.4	C22orf29	protein_coding	-	chr22	19837339	19847462	K562_MPT_8548	chr10	112523772	112551248	K562_TE_3344	2	1.69e-1	K562	KARR-seq
chr22	19770747	19842462	ENSG00000185838.9	GNB1L	protein_coding	-	chr22	19837339	19847462	K562_MPT_8548	chr10	112523772	112551248	K562_TE_3344	2	1.69e-1	K562	KARR-seq
chr5	131630136	131679899	ENSG00000197208.5	SLC22A4	protein_coding	+	chr5	131625136	131635964	K562_MPT_10486	chr14	65469448	65487150	K562_TE_6611	2	1.15e-1	K562	KARR-seq
chr5	131527531	131631008	ENSG00000072682.14	P4HA2	protein_coding	-	chr5	131625136	131635964	K562_MPT_10486	chr14	65469448	65487150	K562_TE_6611	2	1.15e-1	K562	KARR-seq
chrX	48114752	48126879	ENSG00000126752.7	SSX1	protein_coding	+	chrX	48109752	48119752	K562_MPT_13387	chr17	41392069	41411565	K562_SE_306	2	1.69e-1	K562	KARR-seq
chr2	98280680	98319527	ENSG00000228486.5	AC017099.3	lncRNA	+	chr2	98275570	98297284	K562_MPT_7490	chr6	86384334	86390564	K562_SE_609	2	1.69e-1	K562	KARR-seq
chr2	98281054	98281194	ENSG00000201806.1	RNU4-8P	snRNA	-	chr2	98275570	98297284	K562_MPT_7490	chr6	86384334	86390564	K562_SE_609	2	1.69e-1	K562	KARR-seq
chr2	98272431	98280570	ENSG00000115073.6	ACTR1B	protein_coding	-	chr2	98275570	98297284	K562_MPT_7490	chr6	86384334	86390564	K562_SE_609	2	1.69e-1	K562	KARR-seq
chr1	151846060	151882284	ENSG00000159445.8	THEM4	protein_coding	-	chr1	151877113	151887284	K562_MPT_910	chr18	53210117	53217905	K562_TE_10046	2	6.53e-2	K562	KARR-seq
chr1	8042941	8043043	ENSG00000200344.1	Y_RNA	misc_RNA	-	chr17	73078822	73094451	K562_MPT_5812	chr9	132329711	132365608	K562_TE_22527	2	6.53e-2	K562	KARR-seq
chr17	73083822	73102257	ENSG00000170190.11	SLC16A5	protein_coding	+	chr17	73078822	73094451	K562_MPT_5812	chr9	132329711	132365608	K562_TE_22527	2	6.53e-2	K562	KARR-seq
chr4	17802278	17812381	ENSG00000163257.6	DCAF16	protein_coding	-	chr4	17807381	17817525	K562_MPT_9720	chr4	79505800	79594388	K562_SE_515	2	1.69e-1	K562	KARR-seq
chr4	17812525	17846485	ENSG00000109805.5	NCAPG	protein_coding	+	chr4	17807381	17817525	K562_MPT_9720	chr4	79505800	79594388	K562_SE_515	2	1.69e-1	K562	KARR-seq
chr21	45138975	45182188	ENSG00000160209.14	PDXK	protein_coding	+	chr21	45133975	45153781	K562_MPT_8481	chr1	206822526	206911221	K562_SE_91	2	1.69e-1	K562	KARR-seq
chr19	41098789	41135725	ENSG00000090006.13	LTBP4	protein_coding	+	chr19	41094072	41124822	K562_MPT_6724	chr4	15523288	15536366	K562_TE_15862	2	8.12e-2	K562	KARR-seq
chr19	41112673	41112955	ENSG00000266164.1	RN7SL758P	misc_RNA	-	chr19	41094072	41124822	K562_MPT_6724	chr4	15523288	15536366	K562_TE_15862	2	8.12e-2	K562	KARR-seq
chr7	99746530	99753567	ENSG00000188186.6	LAMTOR4	protein_coding	+	chr7	99741530	99780559	K562_MPT_11912	chrX	24024199	24039730	K562_TE_22782	2	6.84e-2	K562	KARR-seq
chr7	99754228	99754292	ENSG00000266154.1	MIR4658	miRNA	-	chr7	99741530	99780559	K562_MPT_11912	chrX	24024199	24039730	K562_TE_22782	2	6.84e-2	K562	KARR-seq
chr7	99775186	99819111	ENSG00000066923.13	STAG3	protein_coding	+	chr7	99741530	99780559	K562_MPT_11912	chrX	24024199	24039730	K562_TE_22782	2	6.84e-2	K562	KARR-seq
chr7	99767229	99774995	ENSG00000213420.3	GPC2	protein_coding	-	chr7	99741530	99780559	K562_MPT_11912	chrX	24024199	24039730	K562_TE_22782	2	6.84e-2	K562	KARR-seq
chr7	99752043	99756338	ENSG00000146826.10	C7orf43	protein_coding	-	chr7	99741530	99780559	K562_MPT_11912	chrX	24024199	24039730	K562_TE_22782	2	6.84e-2	K562	KARR-seq
chr7	99756867	99766373	ENSG00000197093.6	GAL3ST4	protein_coding	-	chr7	99741530	99780559	K562_MPT_11912	chrX	24024199	24039730	K562_TE_22782	2	6.84e-2	K562	KARR-seq
chr15	40453224	40513337	ENSG00000156970.8	BUB1B	protein_coding	+	chr15	40448227	40458268	K562_MPT_4179	chr16	373646	393108	K562_TE_7841	2	6.71e-2	K562	KARR-seq
chr3	14186647	14220283	ENSG00000154767.10	XPC	protein_coding	-	chr3	14214858	14225283	K562_MPT_8915	chr11	174196	187604	K562_TE_3501	2	6.53e-2	K562	KARR-seq
chr3	14219858	14242619	ENSG00000170860.3	LSM3	protein_coding	+	chr3	14214858	14225283	K562_MPT_8915	chr11	174196	187604	K562_TE_3501	2	6.53e-2	K562	KARR-seq
chr17	27206353	27224697	ENSG00000132589.11	FLOT2	protein_coding	-	chr17	27214487	27235089	K562_MPT_5393	chr12	57653378	57681877	K562_TE_5185	2	6.53e-2	K562	KARR-seq
chr17	27224756	27226412	ENSG00000266642.1	RP11-20B24.4	lncRNA	+	chr17	27214487	27235089	K562_MPT_5393	chr12	57653378	57681877	K562_TE_5185	2	6.53e-2	K562	KARR-seq
chr17	27219487	27220360	ENSG00000264304.1	RP11-20B24.7	lncRNA	+	chr17	27214487	27235089	K562_MPT_5393	chr12	57653378	57681877	K562_TE_5185	2	6.53e-2	K562	KARR-seq
chr17	27224799	27230089	ENSG00000167536.9	DHRS13	protein_coding	-	chr17	27214487	27235089	K562_MPT_5393	chr12	57653378	57681877	K562_TE_5185	2	6.53e-2	K562	KARR-seq
chr1	173832386	173833079	ENSG00000270084.1	GAS5-AS1	lncRNA	+	chr1	173827386	173843094	K562_MPT_1095	chr16	3199332	3245018	K562_TE_7888	2	1.69e-1	K562	KARR-seq
chr1	173837220	173872687	ENSG00000185278.10	ZBTB37	protein_coding	+	chr1	173827386	173843094	K562_MPT_1095	chr16	3199332	3245018	K562_TE_7888	2	1.69e-1	K562	KARR-seq
chr1	173833038	173838020	ENSG00000234741.3	GAS5	lncRNA	-	chr1	173827386	173843094	K562_MPT_1095	chr16	3199332	3245018	K562_TE_7888	2	1.69e-1	K562	KARR-seq
chr1	173834760	173834824	ENSG00000208317.1	SNORD78	snoRNA	-	chr1	173827386	173843094	K562_MPT_1095	chr16	3199332	3245018	K562_TE_7888	2	1.69e-1	K562	KARR-seq
chr4	106290234	106395238	ENSG00000138777.15	PPA2	protein_coding	-	chr4	106389866	106400238	K562_MPT_9943	chr1	61569740	61673375	K562_SE_45	2	8.72e-2	K562	KARR-seq
chr12	21788276	21910791	ENSG00000111716.8	LDHB	protein_coding	-	chr12	21805296	21815776	K562_MPT_2823	chr14	68705344	68763982	K562_TE_6644	2	6.53e-2	K562	KARR-seq
chr2	239152679	239198743	ENSG00000132326.7	PER2	protein_coding	-	chr2	239187329	239203743	K562_MPT_7961	chr11	32400941	32421631	K562_TE_3785	2	6.53e-2	K562	KARR-seq
chr2	239192329	239192498	ENSG00000268396.1	AC012485.1	protein_coding	+	chr2	239187329	239203743	K562_MPT_7961	chr11	32400941	32421631	K562_TE_3785	2	6.53e-2	K562	KARR-seq
chr14	75894419	75940814	ENSG00000140044.8	JDP2	protein_coding	+	chr14	75889393	75903837	K562_MPT_3948	chr16	22042980	22067073	K562_TE_8116	2	6.84e-2	K562	KARR-seq
chr14	75890386	75894444	ENSG00000259319.1	RP11-293M10.6	lncRNA	-	chr14	75889393	75903837	K562_MPT_3948	chr16	22042980	22067073	K562_TE_8116	2	6.84e-2	K562	KARR-seq
chr7	100464760	100471076	ENSG00000087077.7	TRIP6	protein_coding	+	chr7	100459760	100499222	K562_MPT_11930	chr11	859589	878315	K562_TE_3516	2	1.69e-1	K562	KARR-seq
chr7	100486346	100487339	ENSG00000176125.3	UFSP1	protein_coding	-	chr7	100459760	100499222	K562_MPT_11930	chr11	859589	878315	K562_TE_3516	2	1.69e-1	K562	KARR-seq
chr7	100472733	100486285	ENSG00000087087.14	SRRT	protein_coding	+	chr7	100459760	100499222	K562_MPT_11930	chr11	859589	878315	K562_TE_3516	2	1.69e-1	K562	KARR-seq
chr7	100487615	100494594	ENSG00000087085.9	ACHE	protein_coding	-	chr7	100459760	100499222	K562_MPT_11930	chr11	859589	878315	K562_TE_3516	2	1.69e-1	K562	KARR-seq
chr15	93426526	93571237	ENSG00000173575.14	CHD2	protein_coding	+	chr15	93438058	93452703	K562_MPT_4559	chrX	154003523	154069286	K562_SE_751	2	1.69e-1	K562	KARR-seq
chr15	93447629	93447705	ENSG00000264173.1	MIR3175	miRNA	+	chr15	93438058	93452703	K562_MPT_4559	chrX	154003523	154069286	K562_SE_751	2	1.69e-1	K562	KARR-seq
chr5	108083523	108532542	ENSG00000151422.8	FER	protein_coding	+	chr5	108078523	108088523	K562_MPT_10417	chr10	112477250	112493511	K562_TE_3343	2	6.53e-2	K562	KARR-seq
chr17	56080721	56084707	ENSG00000136450.8	SRSF1	protein_coding	-	chr17	56077614	56089707	K562_MPT_5698	chr2	175045037	175045842	K562_TE_12347	2	6.53e-2	K562	KARR-seq
chr17	56066399	56082614	ENSG00000266086.1	RP11-159D12.5	protein_coding	-	chr17	56077614	56089707	K562_MPT_5698	chr2	175045037	175045842	K562_TE_12347	2	6.53e-2	K562	KARR-seq
chr10	14880163	14913740	ENSG00000187522.9	HSPA14	protein_coding	+	chr10	14875071	14885574	K562_MPT_1497	chr9	128030547	128053833	K562_TE_22450	2	6.84e-2	K562	KARR-seq
chr10	14861249	14880574	ENSG00000185267.5	CDNF	protein_coding	-	chr10	14875071	14885574	K562_MPT_1497	chr9	128030547	128053833	K562_TE_22450	2	6.84e-2	K562	KARR-seq
chr1	247460714	247495148	ENSG00000162714.8	ZNF496	protein_coding	-	chr1	247487547	247500045	K562_MPT_1425	chr8	8067765	8102726	K562_TE_20786	2	1.69e-1	K562	KARR-seq
chr17	40422535	40424701	ENSG00000236194.2	AC003104.1	lncRNA	-	chr17	40415605	40433725	K562_MPT_5527	chr6	39152989	39191777	K562_SE_598	2	1.69e-1	K562	KARR-seq
chr17	40420605	40421825	ENSG00000267758.1	RP11-358B23.5	lncRNA	+	chr17	40415605	40433725	K562_MPT_5527	chr6	39152989	39191777	K562_SE_598	2	1.69e-1	K562	KARR-seq
chr17	40351186	40428725	ENSG00000173757.5	STAT5B	protein_coding	-	chr17	40415605	40433725	K562_MPT_5527	chr6	39152989	39191777	K562_SE_598	2	1.69e-1	K562	KARR-seq
chr11	494512	507300	ENSG00000023191.12	RNH1	protein_coding	-	chr11	498570	512300	K562_MPT_1968	chr11	77962511	78043618	K562_SE_186	2	1.69e-1	K562	KARR-seq
chr5	138614470	138614667	ENSG00000200959.1	SNORA74A	snoRNA	+	chr5	138604441	138619470	K562_MPT_10538	chr4	189659475	189659885	K562_TE_16785	2	6.85e-2	K562	KARR-seq
chr2	65385796	65385994	ENSG00000272025.1	SNORA74	snoRNA	+	chr5	138604441	138619470	K562_MPT_10538	chr4	189659475	189659885	K562_TE_16785	2	6.85e-2	K562	KARR-seq
chr5	138609441	138667360	ENSG00000015479.13	MATR3	protein_coding	+	chr5	138604441	138619470	K562_MPT_10538	chr4	189659475	189659885	K562_TE_16785	2	6.85e-2	K562	KARR-seq
chr1	117057157	117113661	ENSG00000116815.11	CD58	protein_coding	-	chr1	117108648	117118661	K562_MPT_771	chr20	45924291	45970176	K562_SE_408	2	1.69e-1	K562	KARR-seq
chr1	46769303	46782448	ENSG00000173660.7	UQCRH	protein_coding	+	chr1	46764280	46774303	K562_MPT_492	chr16	88509252	88598161	K562_SE_287	2	1.69e-1	K562	KARR-seq
chr1	46726868	46769280	ENSG00000132128.12	LRRC41	protein_coding	-	chr1	46764280	46774303	K562_MPT_492	chr16	88509252	88598161	K562_SE_287	2	1.69e-1	K562	KARR-seq
chr19	12873817	12983554	ENSG00000095066.7	HOOK2	protein_coding	-	chr19	12878494	12922394	K562_MPT_6419	chr4	23335312	23336144	K562_TE_15884	2	6.53e-2	K562	KARR-seq
chr19	12907634	12912694	ENSG00000167815.7	PRDX2	protein_coding	-	chr19	12878494	12922394	K562_MPT_6419	chr4	23335312	23336144	K562_TE_15884	2	6.53e-2	K562	KARR-seq
chr19	12895353	12895915	ENSG00000267212.1	CTD-2659N19.9	lncRNA	-	chr19	12878494	12922394	K562_MPT_6419	chr4	23335312	23336144	K562_TE_15884	2	6.53e-2	K562	KARR-seq
chr19	12902310	12904124	ENSG00000171223.4	JUNB	protein_coding	+	chr19	12878494	12922394	K562_MPT_6419	chr4	23335312	23336144	K562_TE_15884	2	6.53e-2	K562	KARR-seq
chr19	12897942	12898006	ENSG00000263800.1	MIR5684	miRNA	+	chr19	12878494	12922394	K562_MPT_6419	chr4	23335312	23336144	K562_TE_15884	2	6.53e-2	K562	KARR-seq
chr19	12907637	12912663	ENSG00000267062.1	CTD-2659N19.10	lncRNA	+	chr19	12878494	12922394	K562_MPT_6419	chr4	23335312	23336144	K562_TE_15884	2	6.53e-2	K562	KARR-seq
chr19	12917394	12924452	ENSG00000104889.4	RNASEH2A	protein_coding	+	chr19	12878494	12922394	K562_MPT_6419	chr4	23335312	23336144	K562_TE_15884	2	6.53e-2	K562	KARR-seq
chr8	145515280	145538385	ENSG00000185122.6	HSF1	protein_coding	+	chr8	145510055	145521262	K562_MPT_12690	chr17	74551794	74583449	K562_SE_318	2	1.69e-1	K562	KARR-seq
chr8	145486055	145515082	ENSG00000170727.7	BOP1	protein_coding	-	chr8	145510055	145521262	K562_MPT_12690	chr17	74551794	74583449	K562_SE_318	2	1.69e-1	K562	KARR-seq
chr7	137559725	137686813	ENSG00000182158.10	CREB3L2	protein_coding	-	chr7	137681793	137691813	K562_MPT_12096	chr18	756567	807069	K562_TE_9733	2	1.69e-1	K562	KARR-seq
chr11	118781417	118781496	ENSG00000264211.1	MIR4492	miRNA	+	chr11	118776417	118794613	K562_MPT_2623	chr20	47296070	47342449	K562_TE_13298	2	8.28e-2	K562	KARR-seq
chr11	118764584	118796317	ENSG00000186174.8	BCL9L	protein_coding	-	chr11	118776417	118794613	K562_MPT_2623	chr20	47296070	47342449	K562_TE_13298	2	8.28e-2	K562	KARR-seq
chr4	68566998	68946670	ENSG00000248049.2	UBA6-AS1	lncRNA	+	chr4	68561871	68572113	K562_MPT_9816	chr14	100679416	100693715	K562_TE_6901	2	6.53e-2	K562	KARR-seq
chr4	68478370	68566897	ENSG00000033178.8	UBA6	protein_coding	-	chr4	68561871	68572113	K562_MPT_9816	chr14	100679416	100693715	K562_TE_6901	2	6.53e-2	K562	KARR-seq
chr15	58245622	58790065	ENSG00000128918.10	ALDH1A2	protein_coding	-	chr15	58352423	58363616	K562_MPT_4308	chrX	11290563	11437956	K562_SE_739	2	1.69e-1	K562	KARR-seq
chr15	58357423	58363241	ENSG00000259285.1	CTD-2330J20.2	lncRNA	+	chr15	58352423	58363616	K562_MPT_4308	chrX	11290563	11437956	K562_SE_739	2	1.69e-1	K562	KARR-seq
chr19	41807492	41859816	ENSG00000105329.5	TGFB1	protein_coding	-	chr19	41851816	41875078	K562_MPT_6740	chr10	76611684	76623578	K562_TE_3032	2	6.85e-2	K562	KARR-seq
chr19	41856816	41889988	ENSG00000142046.10	TMEM91	protein_coding	+	chr19	41851816	41875078	K562_MPT_6740	chr10	76611684	76623578	K562_TE_3032	2	6.85e-2	K562	KARR-seq
chr19	41860326	41870078	ENSG00000123810.3	B9D2	protein_coding	-	chr19	41851816	41875078	K562_MPT_6740	chr10	76611684	76623578	K562_TE_3032	2	6.85e-2	K562	KARR-seq
chr16	432097	442960	ENSG00000236829.5	Z97634.3	pseudogene	+	chr16	414803	456882	K562_MPT_4601	chr1	1326387	1326943	K562_TE_24	2	7.74e-2	K562	KARR-seq
chr16	451826	462487	ENSG00000242612.2	DECR2	protein_coding	+	chr16	414803	456882	K562_MPT_4601	chr1	1326387	1326943	K562_TE_24	2	7.74e-2	K562	KARR-seq
chr16	420773	437113	ENSG00000129925.6	TMEM8A	protein_coding	-	chr16	414803	456882	K562_MPT_4601	chr1	1326387	1326943	K562_TE_24	2	7.74e-2	K562	KARR-seq
chr16	417384	420527	ENSG00000086504.11	MRPL28	protein_coding	-	chr16	414803	456882	K562_MPT_4601	chr1	1326387	1326943	K562_TE_24	2	7.74e-2	K562	KARR-seq
chr16	446725	460367	ENSG00000103202.8	NME4	protein_coding	+	chr16	414803	456882	K562_MPT_4601	chr1	1326387	1326943	K562_TE_24	2	7.74e-2	K562	KARR-seq
chr17	41196312	41277500	ENSG00000012048.15	BRCA1	protein_coding	-	chr17	41271132	41282661	K562_MPT_5549	chr7	22472082	22492514	K562_TE_19568	2	1.69e-1	K562	KARR-seq
chr17	41277627	41305688	ENSG00000198496.6	NBR2	pseudogene	+	chr17	41271132	41282661	K562_MPT_5549	chr7	22472082	22492514	K562_TE_19568	2	1.69e-1	K562	KARR-seq
chr17	46147414	46178883	ENSG00000108468.10	CBX1	protein_coding	-	chr17	46172944	46194311	K562_MPT_5629	chr10	64981923	65002138	K562_TE_2905	2	8.28e-2	K562	KARR-seq
chr17	46180719	46200436	ENSG00000002919.10	SNX11	protein_coding	+	chr17	46172944	46194311	K562_MPT_5629	chr10	64981923	65002138	K562_TE_2905	2	8.28e-2	K562	KARR-seq
chr3	153990335	154042286	ENSG00000174953.9	DHX36	protein_coding	-	chr3	154032073	154047286	K562_MPT_9422	chr7	120709150	120742806	K562_TE_20382	2	1.63e-1	K562	KARR-seq
chr9	139607022	139618502	ENSG00000165716.5	FAM69B	protein_coding	+	chr9	139602022	139612022	K562_MPT_13229	chr19	28942803	29111036	K562_SE_341	2	1.69e-1	K562	KARR-seq
chr6	108613970	108614073	ENSG00000206974.1	RNU6-1144P	snRNA	+	chr6	108608970	108621957	K562_MPT_11263	chr16	89505998	89551616	K562_TE_8654	2	9.35e-2	K562	KARR-seq
chr6	108616098	108847999	ENSG00000135537.12	LACE1	protein_coding	+	chr6	108608970	108621957	K562_MPT_11263	chr16	89505998	89551616	K562_TE_8654	2	9.35e-2	K562	KARR-seq
chr4	69176105	69215807	ENSG00000083896.8	YTHDC1	protein_coding	-	chr4	69210471	69220807	K562_MPT_9820	chr19	13128110	13144882	K562_TE_10403	2	6.53e-2	K562	KARR-seq
chr1	228294380	228297013	ENSG00000162910.14	MRPL55	protein_coding	-	chr1	228286163	228302013	K562_MPT_1334	chr19	45074692	45111862	K562_TE_10718	2	6.53e-2	K562	KARR-seq
chr1	228288427	228293112	ENSG00000143793.8	C1orf35	protein_coding	-	chr1	228286163	228302013	K562_MPT_1334	chr19	45074692	45111862	K562_TE_10718	2	6.53e-2	K562	KARR-seq
chr14	32545320	32628934	ENSG00000100852.8	ARHGAP5	protein_coding	+	chr14	32540320	32552437	K562_MPT_3756	chr6	147532768	147547718	K562_TE_19148	2	1.15e-1	K562	KARR-seq
chr14	32544625	32545999	ENSG00000258655.1	ARHGAP5-AS1	lncRNA	-	chr14	32540320	32552437	K562_MPT_3756	chr6	147532768	147547718	K562_TE_19148	2	1.15e-1	K562	KARR-seq
chr2	85645844	85664152	ENSG00000152292.12	SH2D6	protein_coding	+	chr2	85630938	85651054	K562_MPT_7430	chr10	72497904	72519931	K562_SE_140	2	1.69e-1	K562	KARR-seq
chr2	85621871	85645555	ENSG00000042493.11	CAPG	protein_coding	-	chr2	85630938	85651054	K562_MPT_7430	chr10	72497904	72519931	K562_SE_140	2	1.69e-1	K562	KARR-seq
chr20	54933971	54943719	ENSG00000124098.9	FAM210B	protein_coding	+	chr20	54928971	54939165	K562_MPT_8300	chr2	178104738	178122744	K562_SE_389	2	1.69e-1	K562	KARR-seq
chr10	75764895	75787673	ENSG00000225761.1	RP11-417O11.5	lncRNA	+	chr10	75752872	75769895	K562_MPT_1723	chr7	120621793	120694187	K562_SE_662	2	1.69e-1	K562	KARR-seq
chr10	75757872	75879918	ENSG00000035403.12	VCL	protein_coding	+	chr10	75752872	75769895	K562_MPT_1723	chr7	120621793	120694187	K562_SE_662	2	1.69e-1	K562	KARR-seq
chr5	177557997	177577566	ENSG00000145916.14	RMND5B	protein_coding	+	chr5	177552997	177563036	K562_MPT_10712	chr14	61454197	61457209	K562_TE_6586	2	6.71e-2	K562	KARR-seq
chrX	48770459	48776301	ENSG00000102096.9	PIM2	protein_coding	-	chrX	48763913	48781301	K562_MPT_13403	chr1	109626153	109650176	K562_TE_1184	2	1.69e-1	K562	KARR-seq
chrX	48760459	48769235	ENSG00000102100.10	SLC35A2	protein_coding	-	chrX	48763913	48781301	K562_MPT_13403	chr1	109626153	109650176	K562_TE_1184	2	1.69e-1	K562	KARR-seq
