pair_id,enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods,interaction_type
K562_EP_2150,chr15,64278840,64324868,K562_TE_7407,chr19,14514535,14535179,K562_MPT_6450,ENSG00000267379.1,CTC-548K16.5,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2151,chr10,72408913,72460324,K562_SE_139,chr19,3964826,3976121,K562_MPT_6256,ENSG00000167657.7,DAPK3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2152,chr22,21958340,21979130,K562_TE_13828,chr1,11709432,11733753,K562_MPT_121,ENSG00000116663.6,FBXO6,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2153,chr4,79684477,79738669,K562_TE_16199,chrX,40031573,40041582,K562_MPT_13349,ENSG00000183337.12,BCOR,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2154,chr8,67830082,67847272,K562_SE_688,chr3,65578410,65588561,K562_MPT_9151,ENSG00000151276.19,MAGI1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2155,chr8,91291355,91300171,K562_TE_21289,chr12,22194108,22213053,K562_MPT_2826,ENSG00000111726.8,CMAS,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2156,chr15,84125706,84148252,K562_TE_7677,chr1,1238269,1265621,K562_MPT_28,ENSG00000240731.1,RP5-890O3.9,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2157,chr10,35734370,35760083,K562_TE_2746,chr12,53830389,53853644,K562_MPT_3002,ENSG00000197111.11,PCBP2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2158,chr1,40845043,40870321,K562_SE_37,chr3,197015819,197031171,K562_MPT_9606,ENSG00000265850.1,MIR4797,miRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2159,chr17,78595696,78639167,K562_TE_9674,chr9,131097925,131109432,K562_MPT_13133,ENSG00000167114.8,SLC27A4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2160,chr1,157116876,157126500,K562_TE_1558,chr9,140343944,140358786,K562_MPT_13251,ENSG00000165802.15,NSMF,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2161,chr1,113167276,113187862,K562_TE_1232,chr3,40489671,40503845,K562_MPT_8996,ENSG00000223797.1,ENTPD3-AS1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2162,chr6,148017072,148034957,K562_TE_19152,chr17,40301618,40312035,K562_MPT_5525,ENSG00000267261.1,CTD-2132N18.3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2163,chr1,19732221,19805013,K562_TE_260,chrX,153620495,153645449,K562_MPT_13711,ENSG00000013563.9,DNASE1L1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2164,chr1,226270364,226320028,K562_TE_2204,chr12,50789592,50799976,K562_MPT_2961,ENSG00000161813.16,LARP4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2165,chr15,64084850,64162339,K562_TE_7404,chr5,140039261,140049261,K562_MPT_10558,ENSG00000120314.14,WDR55,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2166,chr1,39577549,39596253,K562_TE_588,chr7,123192509,123203309,K562_MPT_12024,ENSG00000128609.10,NDUFA5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2167,chr19,15938687,15956027,K562_SE_336,chr20,62882094,62896184,K562_MPT_8368,ENSG00000203880.7,PCMTD2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2168,chr9,71399923,71448449,K562_TE_22000,chr19,41851816,41875078,K562_MPT_6740,ENSG00000105329.5,TGFB1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2169,chr20,37055003,37089235,K562_SE_405,chr22,29191121,29202880,K562_MPT_8640,ENSG00000100219.12,XBP1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2170,chr16,3098511,3143239,K562_TE_7885,chr17,36868677,36896849,K562_MPT_5472,ENSG00000056661.9,PCGF2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2171,chr20,35450195,35483264,K562_TE_13168,chr7,140391471,140406645,K562_MPT_12114,ENSG00000240889.1,NDUFB2-AS1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2172,chr5,118692767,118775476,K562_TE_17462,chr12,123629562,123639562,K562_MPT_3360,ENSG00000090975.8,PITPNM2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2173,chr1,100851151,100866508,K562_TE_1141,chr9,115813968,115824039,K562_MPT_13041,ENSG00000136866.9,ZFP37,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2174,chr15,41066794,41086162,K562_TE_7165,chr12,124111994,124123392,K562_MPT_3371,ENSG00000111361.8,EIF2B1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2175,chr16,81462833,81519190,K562_SE_278,chr2,242442747,242454145,K562_MPT_7981,ENSG00000115694.10,STK25,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2176,chr12,25007836,25016461,K562_TE_4876,chr16,30361255,30399171,K562_MPT_4852,ENSG00000180035.6,ZNF48,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2177,chr7,116612713,116618568,K562_TE_20363,chr5,64772704,64782747,K562_MPT_10281,ENSG00000049192.10,ADAMTS6,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2178,chr3,105561384,105561760,K562_TE_14959,chr12,54684542,54699986,K562_MPT_3014,ENSG00000123405.9,NFE2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2179,chr9,71399923,71448449,K562_TE_22000,chr12,122607427,122617427,K562_MPT_3345,ENSG00000175727.9,MLXIP,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2180,chr1,230208360,230327626,K562_SE_104,chr17,80669131,80679663,K562_MPT_5935,ENSG00000141560.10,FN3KRP,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2181,chr10,63508139,63605892,K562_SE_137,chr6,149862174,149872174,K562_MPT_11412,ENSG00000131013.3,PPIL4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2182,chr15,89600545,89659128,K562_SE_255,chr7,156732415,156747417,K562_MPT_12196,ENSG00000146909.3,NOM1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2183,chr9,131622233,131637509,K562_TE_22511,chr1,155934520,155953890,K562_MPT_960,ENSG00000273002.1,RP11-336K24.12,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2184,chr13,45810192,45810555,K562_TE_6033,chr10,94328833,94338833,K562_MPT_1781,ENSG00000119912.11,IDE,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2185,chr11,68025093,68034087,K562_TE_4124,chr3,14439076,14449120,K562_MPT_8917,ENSG00000131389.12,SLC6A6,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2186,chr20,5130781,5153008,K562_TE_12962,chr16,87892245,87908094,K562_MPT_5131,ENSG00000103257.4,SLC7A5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2187,chrX,44165452,44179997,K562_TE_22884,chr19,39133310,39143378,K562_MPT_6682,ENSG00000130402.7,ACTN4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2188,chr17,47068012,47082328,K562_TE_9247,chr5,177575580,177585968,K562_MPT_10713,ENSG00000145912.4,NHP2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2189,chr7,66628159,66656590,K562_TE_19924,chr5,76006868,76017040,K562_MPT_10338,ENSG00000225407.3,CTD-2384B11.2,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2190,chr6,151215904,151223659,K562_TE_19185,chr8,109255897,109265994,K562_MPT_12571,ENSG00000104408.5,EIF3E,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2191,chr6,5269861,5303678,K562_TE_18059,chr1,15845712,15858308,K562_MPT_146,ENSG00000116138.8,DNAJC16,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2192,chr7,103519896,103563109,K562_TE_20234,chr2,74748318,74762173,K562_MPT_7411,ENSG00000115317.7,HTRA2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2193,chr2,170689398,170752130,K562_TE_12278,chr3,185650801,185660924,K562_MPT_9537,ENSG00000136527.13,TRA2B,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2194,chr7,137613403,137699756,K562_SE_668,chr8,6560700,6571214,K562_MPT_12220,ENSG00000155189.7,AGPAT5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2195,chr12,51709078,51739942,K562_TE_5089,chr5,149787295,149797492,K562_MPT_10597,ENSG00000019582.10,CD74,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2196,chr17,80218168,80281360,K562_SE_321,chr5,36871861,36890308,K562_MPT_10217,ENSG00000164190.12,NIPBL,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2197,chr13,111593638,111638847,K562_SE_223,chr5,180613852,180638120,K562_MPT_10747,ENSG00000248514.1,CTC-338M12.1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2198,chr6,44888386,44893481,K562_TE_18530,chr8,41650140,41665867,K562_MPT_12367,ENSG00000200344.1,Y_RNA,misc_RNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2199,chr14,73919276,73959892,K562_TE_6700,chr12,122843564,122854327,K562_MPT_3350,ENSG00000130779.15,CLIP1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2200,chr17,25772495,25943699,K562_SE_296,chr7,96740902,96752035,K562_MPT_11885,ENSG00000196636.7,ACN9,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2201,chr11,96027561,96070888,K562_SE_190,chr5,177654572,177664786,K562_MPT_10716,ENSG00000175309.10,PHYKPL,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2202,chr1,111704362,111716002,K562_TE_1217,chr11,65217728,65227728,K562_MPT_2329,ENSG00000173727.7,AP000769.1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2203,chr7,123349629,123383230,K562_TE_20396,chr19,18524674,18535913,K562_MPT_6525,ENSG00000130511.11,SSBP4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2204,chr7,133877558,133898475,K562_TE_20507,chr6,34634733,34644733,K562_MPT_11023,ENSG00000196821.5,C6orf106,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2205,chr12,96744828,96786873,K562_TE_5453,chr3,33476502,33487079,K562_MPT_8965,ENSG00000153560.7,UBP1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2206,chr2,70954247,70983965,K562_TE_11627,chr10,101414263,101424263,K562_MPT_1827,ENSG00000198018.6,ENTPD7,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2207,chr7,42928316,42933113,K562_TE_19763,chr12,57108384,57125981,K562_MPT_3052,ENSG00000196531.6,NACA,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2208,chr1,246226309,246255137,K562_TE_2396,chr19,19634670,19654074,K562_MPT_6547,ENSG00000160161.5,CILP2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2209,chr8,48420518,48472268,K562_TE_21089,chr10,121405882,121421122,K562_MPT_1914,ENSG00000151929.5,BAG3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2210,chr21,35454587,35460327,K562_TE_13577,chr3,15101767,15111842,K562_MPT_8921,ENSG00000131368.3,MRPS25,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2211,chr22,17066736,17097786,K562_SE_431,chr14,24893492,24917064,K562_MPT_3737,ENSG00000100441.5,KHNYN,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2212,chr17,57759908,57773182,K562_TE_9388,chr20,45971816,45990567,K562_MPT_8250,ENSG00000273451.1,RP4-569M23.4,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2213,chr4,78789807,78803020,K562_TE_16189,chr11,766427,786645,K562_MPT_1976,ENSG00000255284.1,AP006621.5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2214,chr14,55140833,55211802,K562_SE_228,chr3,196060259,196073586,K562_MPT_9591,ENSG00000212146.1,RNU6-910P,snRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2215,chr2,159457968,159458999,K562_TE_12217,chr16,68044814,68062770,K562_MPT_5014,ENSG00000202336.1,RNU6-359P,snRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2216,chr7,73189316,73248215,K562_TE_19965,chr11,88065901,88075955,K562_MPT_2521,ENSG00000109861.11,CTSC,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2217,chr4,2569385,2620033,K562_TE_15760,chr3,97685721,97696301,K562_MPT_9198,ENSG00000170854.13,MINA,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2218,chr12,92004263,92037976,K562_TE_5380,chr16,67992968,68008504,K562_MPT_5012,ENSG00000124067.12,SLC12A4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2219,chr21,16108528,16144942,K562_SE_423,chr8,124049208,124061957,K562_MPT_12590,ENSG00000199678.1,RNY4P5,misc_RNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2220,chr5,657228,658667,K562_TE_16801,chr3,132373310,132384567,K562_MPT_9344,ENSG00000081307.8,UBA5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2221,chr1,113228698,113240045,K562_TE_1234,chr8,6560700,6571214,K562_MPT_12220,ENSG00000155189.7,AGPAT5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2222,chrX,39926369,40029585,K562_SE_742,chr8,144344607,144356636,K562_MPT_12666,ENSG00000250571.2,GLI4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2223,chr9,80494644,80638505,K562_SE_716,chr19,3552401,3563013,K562_MPT_6247,ENSG00000161091.8,MFSD12,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2224,chr19,8045976,8060558,K562_TE_10327,chr6,43732950,43747090,K562_MPT_11113,ENSG00000272114.1,RP1-261G23.7,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2225,chr17,62594885,62650305,K562_TE_9449,chr5,133555084,133567101,K562_MPT_10505,ENSG00000113575.5,PPP2CA,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2226,chr8,66698901,66719149,K562_TE_21188,chr1,28410075,28420207,K562_MPT_296,ENSG00000158161.11,EYA3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2227,chr10,52286005,52379131,K562_SE_136,chr1,110876128,110886945,K562_MPT_732,ENSG00000227963.1,RP5-1074L1.1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2228,chr5,158602579,158626933,K562_TE_17816,chr3,48714017,48728797,K562_MPT_9059,ENSG00000213672.3,NCKIPSD,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2229,chr2,112074467,112080635,K562_TE_11921,chr13,37568473,37579678,K562_MPT_3496,ENSG00000120697.4,ALG5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2230,chr15,40592914,40635300,K562_TE_7155,chr11,66440219,66450392,K562_MPT_2365,ENSG00000173914.7,RBM4B,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2231,chr2,122333861,122356120,K562_TE_12005,chr14,53611804,53625072,K562_MPT_3819,ENSG00000266552.1,AL356020.1,miRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2232,chr19,13128110,13144882,K562_TE_10403,chr17,17718265,17731932,K562_MPT_5317,ENSG00000072310.12,SREBF1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2233,chr11,66634983,66718174,K562_SE_180,chr5,139772029,139786506,K562_MPT_10555,ENSG00000131503.16,ANKHD1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2234,chr10,94769176,94770261,K562_TE_3174,chr1,169450169,169460380,K562_MPT_1077,ENSG00000117479.8,SLC19A2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2235,chr3,61728408,61728756,K562_TE_14804,chr6,35431185,35441185,K562_MPT_11033,ENSG00000198755.6,RPL10A,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2236,chr4,151454895,151496235,K562_TE_16584,chr1,249145142,249158363,K562_MPT_1434,ENSG00000227237.1,AL672294.1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2237,chr17,62594885,62650305,K562_TE_9449,chr6,7134478,7144478,K562_MPT_10796,ENSG00000124782.15,RREB1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2238,chr19,51852720,51858440,K562_TE_10866,chr16,2241526,2278717,K562_MPT_4631,ENSG00000167965.13,MLST8,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2239,chr21,45426307,45450113,K562_SE_430,chr7,129069274,129079287,K562_MPT_12053,ENSG00000128578.5,STRIP2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2240,chr22,20045072,20060430,K562_SE_434,chr19,41183829,41201877,K562_MPT_6725,ENSG00000105245.5,NUMBL,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2241,chr9,132199009,132259396,K562_SE_732,chr16,1816496,1839011,K562_MPT_4622,ENSG00000162032.11,SPSB3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2242,chr12,94078489,94108311,K562_TE_5419,chr20,32695138,32705138,K562_MPT_8139,ENSG00000125977.6,EIF2S2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2243,chr3,136335245,136446485,K562_TE_15197,chr4,83289303,83300656,K562_MPT_9876,ENSG00000272677.1,RP11-127B20.3,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2244,chr1,29462900,29499182,K562_TE_446,chr11,65398781,65421663,K562_MPT_2335,ENSG00000266041.1,MIR4690,miRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2245,chr10,89305410,89309521,K562_TE_3124,chr9,37795499,37805790,K562_MPT_12823,ENSG00000122741.11,DCAF10,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2246,chr9,94618470,94683542,K562_SE_719,chr1,115295585,115306297,K562_MPT_764,ENSG00000009307.11,CSDE1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2247,chrX,11257371,11276677,K562_TE_22710,chr2,197030724,197046227,K562_MPT_7796,ENSG00000081320.6,STK17B,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2248,chr10,126733678,126746558,K562_TE_3455,chr6,33749778,33761913,K562_MPT_11010,ENSG00000161904.7,LEMD2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2249,chr20,39651973,39716249,K562_SE_406,chr19,41851816,41875078,K562_MPT_6740,ENSG00000105329.5,TGFB1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2250,chr20,47900668,47920027,K562_TE_13310,chr9,134264480,134274480,K562_MPT_13184,ENSG00000130723.13,PRRC2B,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2251,chr3,101343943,101363344,K562_SE_476,chrX,152948017,152963917,K562_MPT_13702,ENSG00000130822.11,PNCK,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2252,chr7,123349629,123383230,K562_TE_20396,chr5,139922251,139949476,K562_MPT_10556,ENSG00000113108.13,APBB3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2253,chr4,87933401,87964832,K562_TE_16271,chr7,123384121,123394122,K562_MPT_12026,ENSG00000106299.7,WASL,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2254,chr22,47194730,47212915,K562_TE_14237,chr16,48639120,48649120,K562_MPT_4919,ENSG00000102921.3,N4BP1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2255,chr21,39448039,39468667,K562_TE_13641,chr7,99053152,99075535,K562_MPT_11901,ENSG00000106246.13,PTCD1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2256,chr5,173326547,173353004,K562_TE_17892,chr2,85193216,85204324,K562_MPT_7425,ENSG00000176407.13,KCMF1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2257,chr7,76177805,76239287,K562_TE_20032,chr16,75595249,75605496,K562_MPT_5079,ENSG00000034713.3,GABARAPL2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2258,chrX,11290563,11437956,K562_SE_739,chr16,11830766,11841734,K562_MPT_4712,ENSG00000262420.2,RP11-490O6.2,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2259,chr11,86700358,86717017,K562_TE_4329,chr6,30609816,30624161,K562_MPT_10955,ENSG00000204564.7,C6orf136,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2260,chr10,75916327,75926030,K562_TE_3021,chr19,46166502,46183186,K562_MPT_6819,ENSG00000207773.1,MIR642A,miRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2261,chr3,33896874,33902102,K562_TE_14513,chr4,128797016,128807387,K562_MPT_9999,ENSG00000142731.6,PLK4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2262,chr1,150345242,150359945,K562_TE_1433,chr19,48818332,48833865,K562_MPT_6867,ENSG00000142227.6,EMP3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2263,chr17,76155780,76158769,K562_TE_9637,chr3,14984012,14994931,K562_MPT_8920,ENSG00000225733.1,FGD5-AS1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2264,chr15,67953616,67973295,K562_TE_7471,chr3,37279668,37290686,K562_MPT_8974,ENSG00000270194.1,RP11-259K5.2,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2265,chr2,15671378,15696593,K562_TE_11091,chr15,75193954,75204462,K562_MPT_4410,ENSG00000178761.10,FAM219B,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2266,chr10,49591190,49646181,K562_TE_2841,chr16,24544014,24556904,K562_MPT_4790,ENSG00000122257.14,RBBP6,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2267,chr7,107135233,107136200,K562_TE_20288,chr2,122488381,122499679,K562_MPT_7601,ENSG00000155438.7,MKI67IP,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2268,chr11,217975,223375,K562_TE_3503,chr16,701194,782739,K562_MPT_4607,ENSG00000103269.9,RHBDL1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2269,chr12,122028434,122102630,K562_TE_5713,chr2,127408509,127418760,K562_MPT_7604,ENSG00000136732.10,GYPC,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2270,chr22,39108113,39113221,K562_TE_14099,chr1,167594330,167604911,K562_MPT_1060,ENSG00000198771.6,RCSD1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2271,chr2,15441457,15454537,K562_TE_11086,chr1,186141434,186151434,K562_MPT_1155,ENSG00000224691.1,GS1-174L6.4,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2272,chr19,55509612,55538287,K562_TE_10910,chr2,97558870,97568870,K562_MPT_7485,ENSG00000168754.9,FAM178B,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2273,chr7,110889729,110895933,K562_TE_20319,chr19,50306896,50326599,K562_MPT_6905,ENSG00000010361.9,FUZ,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2274,chr10,126733678,126746558,K562_TE_3455,chr20,3991036,4009564,K562_MPT_8035,ENSG00000101236.12,RNF24,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2275,chr3,186701451,186735054,K562_TE_15616,chr6,30609816,30624161,K562_MPT_10955,ENSG00000204564.7,C6orf136,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2276,chr6,125490079,125496092,K562_TE_18980,chr7,149406872,149423041,K562_MPT_12156,ENSG00000133619.13,KRBA1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2277,chr7,95862115,95883765,K562_SE_654,chr14,23466978,23491590,K562_MPT_3707,ENSG00000252531.1,SNORA73,snoRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2278,chr7,95916818,95945902,K562_TE_20114,chr2,120975984,120985984,K562_MPT_7594,ENSG00000226479.3,TMEM185B,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2279,chr7,30328483,30370643,K562_TE_19671,chr19,13255653,13274602,K562_MPT_6428,ENSG00000213253.5,CTC-250I14.1,pseudogene,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2280,chr11,6559321,6560653,K562_TE_3599,chr16,850443,860443,K562_MPT_4610,ENSG00000167945.1,PRR25,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2281,chr12,123979135,123979915,K562_TE_5758,chr6,69339216,69350259,K562_MPT_11164,ENSG00000135298.9,BAI3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2282,chr1,144593385,144604459,K562_TE_1347,chr15,42859125,42878686,K562_MPT_4219,ENSG00000159433.7,STARD9,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2283,chr8,37985617,37997456,K562_TE_21011,chr19,11660609,11675263,K562_MPT_6390,ENSG00000130165.6,ELOF1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
