Year	PMID	Title	Species	Genome_Build	Chromosome	Start	End	TF	Target_Gene	Type(Enhancer_or_SE)	Regulatory_State(Active/Silenced)	Condition(Disease/Normal)	Disease_Name	MONDO	DOID	Tissue	Tissue Ontology_ID	Cell_Source	CVCL_ID	Cell_Type	Cell Ontology_ID	Experiment_Type	High_Throughput_Method	Low_Throughput_Method
2012	22264824	Intragenic enhancers act as alternative promoters	Mus musculus	mm10	chr11	32160500	32161500	Gata1	Hba-A1	Enhancer	Active	Normal				Fetal Liver	UBERON:0002107	Primary erythroid cells		erythroid cell	CL:0000038	Enhancer activity assay, Functional perturbation assay, Chromatin interaction assay	ChIP-seq, RNA-seq, DNase-seq	CRISPR Knockout, RT-PCR, qRT-PCR, Northern Blot, RNA-FISH, Western blot
2012	22264824	Intragenic enhancers act as alternative promoters	Mus musculus	mm10	chr11	32163000	32164000	Gata1	Hba-A1	Enhancer	Active	Normal				Fetal Liver	UBERON:0002107	Primary erythroid cells		erythroid cell	CL:0000038	Enhancer activity assay, Functional perturbation assay, Chromatin interaction assay	ChIP-seq, RNA-seq, DNase-seq	CRISPR Knockout, RT-PCR, qRT-PCR, Northern Blot, RNA-FISH, Western blot
2016	26446995	An autoregulatory enhancer controls mammary-specific STAT5 functions	Mus musculus	mm10	chr11	9746900	9747200	Stat5A	Stat5A	Enhancer	Active	Normal				Mammary gland	UBERON:0001911	Primary MECs		mammary epithelial cell	CL:0000066	Functional perturbation assay	ChIP-seq, RNA-seq	CRISPR Knockout, RT-RT-qPCR
2016	27166834	Long-range enhancers modulate Foxf1 transcription in blood vessels of pulmonary vascular network	Mus musculus	mm10	chr8	123400044	123400756	Gata	Foxf1	Enhancer	Active	Disease	pulmonary vascular disease	MONDO:0005022	DOID:1307	Lung	UBERON:0002048	Embryonic lung cells		embryonic lung cell	CL:0000000	Chromatin interaction assay	ChIP-seq	3C-seq, Luciferase Reporter Assay
2016	27166834	Long-range enhancers modulate Foxf1 transcription in blood vessels of pulmonary vascular network	Mus musculus	mm10	chr8	123406634	123407310	Gli1	Foxf1	Enhancer	Active	Disease	pulmonary vascular disease	MONDO:0005022	DOID:1307	Lung	UBERON:0002048	Embryonic lung cells		embryonic lung cell	CL:0000000	Chromatin interaction assay	ChIP-seq	3C-seq, Luciferase Reporter Assay, RT-RT-qPCR
2018	29342133	A Myc enhancer cluster regulates normal and leukaemic haematopoietic stem cell hierarchies	Mus musculus	mm10	chr15	63489392	63491254	Runx1	Myc	Enhancer	Active	Disease	acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone Marrow	UBERON:0002371	CLPs		common lymphoid progenitor	CL:0000842	Functional perturbation assay	ChIP-seq, ATAC-seq	CRISPR Knockout, RT-RT-qPCR
2020	32293525	Tandem CTCF sites function as insulators to balance spatial chromatin contacts and topological enhancer-promoter selection	Mus musculus	mm10	chr18	37148500	37149500	Ctcf	Pcdha	Enhancer	Active	Normal				Cerebral cortex	UBERON:0000956	Primary cortical neurons		cortical neuron	CL:0000540	Enhancer activity assay, TF binding assay, Chromatin interaction assay, Functional perturbation assay	ChIP-seq, RNA-seq, 5C, QHR-4C	CRISPR Knockout, CRISPR Inversion, dCas9 Blocking, RT-RT-qPCR
2020	32293525	Tandem CTCF sites function as insulators to balance spatial chromatin contacts and topological enhancer-promoter selection	Mus musculus	mm10	chr18	37148500	37149500	Ctcf	Pcdha	Enhancer	Active	Normal				Endometrium	UBERON:0001295	HEC-1-B cell line	CVCL_0294	endometrial carcinoma cell	CL:0000069	Enhancer activity assay, TF binding assay, Chromatin interaction assay, Functional perturbation assay	ChIP-seq, RNA-seq, 5C, QHR-4C	CRISPR Knockout, CRISPR Inversion, dCas9 Blocking, RT-RT-qPCR
2020	32293525	Tandem CTCF sites function as insulators to balance spatial chromatin contacts and topological enhancer-promoter selection	Mus musculus	mm10	chr18	37380000	37385000	Ctcf	Pcdhb	Enhancer	Active	Normal				Cerebral cortex	UBERON:0000956	Primary cortical neurons	CVCL_0470	cortical neuron	CL:0000540	Enhancer activity assay, TF binding assay, Chromatin interaction assay, Functional perturbation assay	ChIP-seq, RNA-seq, 5C, QHR-4C, Single-cell RNA-seq	CRISPR Knockout, dCas9 Blocking, RT-RT-qPCR
2020	32293525	Tandem CTCF sites function as insulators to balance spatial chromatin contacts and topological enhancer-promoter selection	Mus musculus	mm10	chr18	37380000	37385000	Ctcf	Pcdhg	Enhancer	Active	Normal				Brain	UBERON:0000955	Neuro-2A cell line	CVCL_0470	neuroblastoma cell	CL:0000031	Enhancer activity assay, TF binding assay, Chromatin interaction assay, Functional perturbation assay	ChIP-seq, RNA-seq, 5C, QHR-4C, Single-cell RNA-seq	CRISPR Knockout, dCas9 Blocking, RT-RT-qPCR
2018	29903884	Sex reversal following deletion of a single far upstream enhancer of Sox9	Mus musculus	mm10	chr11	10941473	10942029	Sry; Sox9; Nr5A1	Sox9	Enhancer	Active	Disease	sex reversal	MONDO:0008637	DOID:14450	Genital ridge	UBERON:0005294	Bipotential gonadal somatic cells		gonadal somatic cell	CL:0000000	Developmental biology assay, Functional genomics assay, Epigenomic profiling assay, Genome editing assay, Transcriptional regulation assay, In vivo transgenic reporter assay, In vivo functional assay	ATAC-seq, ChIP-seq, DNase-seq	CRISPR-Cas9 enhancer deletion, RT-RT-qPCR, ChIP-RT-qPCR, LacZ Transgenic Reporter Assay, Immunofluorescence, H&E staining, FACS, Genotyping PCR, Sanger Sequencing
2018	29903884	Sex reversal following deletion of a single far upstream enhancer of Sox9	Mus musculus	mm10	chr11	10996600	10999794	Sry; Sox9; Nr5A1	Sox9	Enhancer	Active	Disease	sex reversal	MONDO:0008637	DOID:14450	Testis	UBERON:0000473	Sertoli cell precursors		Sertoli cell precursor	CL:0000216	Developmental biology assay, Functional genomics assay, Epigenomic profiling assay, Genome editing assay, Transcriptional regulation assay, In vivo functional assay	ChIP-seq, DNase-seq, ATAC-seq	CRISPR-Cas9 enhancer deletion, RT-RT-qPCR, ChIP-RT-qPCR, Immunofluorescence, Genotyping PCR, Sanger Sequencing
2014	25030696	The active enhancer network operated by liganded RXR supports angiogenic activity in macrophages	Mus musculus	mm10	chr2	122450000	122450200	Rxra	Tgm2	Enhancer	Active	Normal				Bone Marrow	UBERON:0002371	Bone marrow-derived macrophages		macrophage	CL:0000235	Enhancer activity assay, Chromatin interaction assay	ChIP-seq, GRO-seq, 3C-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR
2013	24040411	Identification of an Evolutionarily Conserved Cis-Regulatory Element Controlling the Peg3 Imprinted Domain	Mus musculus	mm10	chr7	6650000	6650600	Yy1	Peg3	Enhancer	Active	Normal				Brain	UBERON:0000955	Neuro-2a cells	CVCL_0470	neuroblastoma cell	CL:0000031	Enhancer activity assay	ChIP-seq	3C assay, Luciferase reporter assay, RT-RT-qPCR
2017	28520978	LDB1-mediated enhancer looping can be established independent of mediator and cohesin	Mus musculus	mm10	chr16	92950000	92951000	Gata1	Runx1	Enhancer	Active	Normal				Fetal liver	UBERON:0002107	MEL (mouse erythroleukemia) cell line	CVCL_2109	erythroid progenitor cell	CL:0000038	Chromatin interaction assay	Promoter capture Hi-C, ChIP-seq, RNA-seq	ChIP-RT-qPCR
2017	28520978	LDB1-mediated enhancer looping can be established independent of mediator and cohesin	Mus musculus	mm10	chr2	12870000	12871000	Gata1	Lmo2	Enhancer	Active	Normal				Fetal liver	UBERON:0002107	MEL (mouse erythroleukemia) cell line	CVCL_2109	erythroid progenitor cell	CL:0000038	Chromatin interaction assay	Promoter capture Hi-C, ChIP-seq, RNA-seq	ChIP-RT-qPCR
2018	29342133	A Myc enhancer cluster regulates normal and leukaemic haematopoietic stem cell hierarchies	Mus musculus	mm10	chr15	63496914	63497514	Tal1	Myc	Enhancer	Active	Disease	acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone Marrow	UBERON:0002371	CMPs		common myeloid progenitor	CL:0000835	Functional perturbation assay	ChIP-seq	CRISPR Knockout, RT-RT-qPCR
2018	29342133	A Myc enhancer cluster regulates normal and leukaemic haematopoietic stem cell hierarchies	Mus musculus	mm10	chr15	63510497	63510914	Cebpa	Myc	Enhancer	Active	Disease	acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone Marrow	UBERON:0002371	MEPs		megakaryocyte-erythroid progenitor	CL:0000836	Functional perturbation assay	ChIP-seq	CRISPR Knockout, RT-RT-qPCR
2018	29342133	A Myc enhancer cluster regulates normal and leukaemic haematopoietic stem cell hierarchies	Mus musculus	mm10	chr15	63536261	63536739	Ebf1	Myc	Enhancer	Active	Disease	acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone Marrow	UBERON:0002371	CLPs		common lymphoid progenitor	CL:0000842	Functional perturbation assay	ChIP-seq	CRISPR Knockout, RT-RT-qPCR
2018	29342133	A Myc enhancer cluster regulates normal and leukaemic haematopoietic stem cell hierarchies	Mus musculus	mm10	chr15	63567831	63568301	Gata1	Myc	Enhancer	Active	Disease	acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone Marrow	UBERON:0002371	MEPs		megakaryocyte-erythroid progenitor	CL:0000836	Functional perturbation assay	ChIP-seq	CRISPR Knockout, RT-RT-qPCR
2018	29527594	A Novel Distal Enhancer Mediates Inflammation-, PTH-, and Early Onset Murine Kidney Disease-Induced Expression of the Mouse Fgf23 Gene	Mus musculus	mm10	chr6	127006796	127007720	Nfkb1; Hif1A; Stat3; Stat5A; Stat6; Arnt; Clock; Arntl; Npas2	Fgf23	Enhancer	Active	Disease	chronic kidney disease	MONDO:0005102	DOID:784	Kidney	UBERON:0002113	Bone marrow-derived mesenchymal stem cells		mesenchymal stromal cell	CL:0000134	Functional genomics assay, Epigenomic profiling assay, Genome editing assay, Transcriptional regulation assay, In vivo functional assay	ChIP-seq, Microarray, Comparative genomic conservation analysis	CRISPR-Cas9 enhancer deletion, RT-RT-qPCR, FGF23 ELISA, DXA, Serum biochemical analysis, Genotyping PCR, Sanger sequencing, In vivo LPS stimulation assay, In vivo cytokine stimulation assay, In vivo PTH stimulation assay, In vivo CKD model assay
2017	29078395	STAT5-mediated chromatin interactions in superenhancers activate IL-2 highly inducible genes	Mus musculus	mm10	chr11	5202000	5255000		Il2Ra	Enhancer	Active	Disease	immune dysregulation	MONDO:0005317	DOID:2914	Blood	UBERON:0000178	CD4+ T cells		CD4-positive T cell	CL:0000624	Chromatin interaction assay, Functional perturbation assay	ChIA-PET, RNA-seq	CRISPR knockout, Luciferase reporter assay, RT-RT-qPCR
2019	31666509	An enhancer cluster controls gene activity and topology of the SCN5A-SCN10A locus in vivo	Mus musculus	mm10	chr9	119377827	119389749		Scn5A	Enhancer	Active	Normal				Heart	UBERON:0000948	Cardiomyocytes		cardiomyocyte	CL:0000746	Enhancer activity assay	4C-seq, RNA-seq	Transgenic Reporter Assay, CRISPR Knockout, RT-RT-qPCR, Western blot
2017	28575289	MyoD- and FoxO3-mediated hotspot interaction orchestrates super-enhancer activity during myogenic differentiation	Mus musculus	mm10	chr1	136179654	136180057	Foxo3	Myog	Enhancer	Active	Normal				Skeletal muscle	UBERON:0001134	Mouse myoblast cell line	CVCL_0188	myoblast	CL:0000187	Enhancer activity assay, Functional perturbation assay, TF binding assay		Luciferase Reporter Assay, CRISPR Knockout, CRISPRi, ChIP-RT-qPCR
2017	28575289	MyoD- and FoxO3-mediated hotspot interaction orchestrates super-enhancer activity during myogenic differentiation	Mus musculus	mm10	chr1	136185854	136186299	Myod1	Myog	Enhancer	Active	Normal				Skeletal muscle	UBERON:0001134	Mouse myoblast cell line	CVCL_0188	myoblast	CL:0000187	Enhancer activity assay, Functional perturbation assay, TF binding assay		Luciferase Reporter Assay, CRISPR Knockout, CRISPRi, ChIP-RT-qPCR
2017	28575289	MyoD- and FoxO3-mediated hotspot interaction orchestrates super-enhancer activity during myogenic differentiation	Mus musculus	mm10	chr1	136188454	136188857	Myod1	Myog	Enhancer	Active	Normal				Skeletal muscle	UBERON:0001134	Mouse myoblast cell line	CVCL_0188	myoblast	CL:0000187	Enhancer activity assay, Functional perturbation assay, TF binding assay		Luciferase Reporter Assay, CRISPR Knockout, CRISPRi, ChIP-RT-qPCR
2019	30638865	LRH1-driven transcription factor circuitry for hepatocyte identity: Super-enhancer cistromic analysis	Mus musculus	mm10	chr11	97576234	97587534	Nr5A2	Nr5A2	SE	Active	Normal				Liver	UBERON:0002107	Primary mouse hepatocytes		hepatocyte	CL:0000182	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR, Western blot
2019	30638865	LRH1-driven transcription factor circuitry for hepatocyte identity: Super-enhancer cistromic analysis	Mus musculus	mm10	chr15	4422074	4423282	Nr5A2	Ppara	SE	Active	Normal				Liver	UBERON:0002107	Primary mouse hepatocytes		hepatocyte	CL:0000182	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR, Western blot
2019	30638865	LRH1-driven transcription factor circuitry for hepatocyte identity: Super-enhancer cistromic analysis	Mus musculus	mm10	chr2	171152164	171153352	Nr5A2	Rxra	SE	Active	Normal				Liver	UBERON:0002107	Primary mouse hepatocytes		hepatocyte	CL:0000182	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR, Western blot
2019	30638865	LRH1-driven transcription factor circuitry for hepatocyte identity: Super-enhancer cistromic analysis	Mus musculus	mm10	chr8	56652281	56653526	Nr5A2	Hnf4A	Enhancer	Active	Normal				Liver	UBERON:0002107	Primary mouse hepatocytes		hepatocyte	CL:0000182	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR, Western blot
2015	26595656	Stimulus-specific combinatorial functionality of neuronal c-fos enhancers	Mus musculus	mm10	chr12	85475221	85476912	Mef2	Fos	Enhancer	Silenced	Normal				Cerebral Cortex	UBERON:0000956	Primary mouse cortical neurons		cortical neuron	CL:0000540	Enhancer activity assay, TF binding assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, RT-RT-qPCR, ChIP-RT-qPCR
2014	25223790	Comparison of TALE designer transcription factors and the CRISPR/dCas9 in regulation of gene expression by targeting enhancers	Mus musculus	mm10	chr17	35643073	35645472	Tale Designer Transcription Factor	Pou5F1	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic fibroblasts	CVCL_0003	mouse embryonic fibroblast	CL:0000057	Enhancer activity assay, Functional perturbation assay	RNA-seq, ChIP-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR, Flow Cytometry, Alkaline Phosphatase Staining
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr1	189023000	189023400	Esrrb	Ly75	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2021	33473108	SOX-5 activates a novel ROR?|??t enhancer to facilitate experimental autoimmune encephalomyelitis by promoting Th17 cell differentiation	Mus musculus	mm10	chr3	94169746	94173149	Sox5	Rorc	Enhancer	Active	Disease	experimental autoimmune encephalomyelitis	MONDO:0005257	DOID:3310	Spleen	UBERON:0002106	Naive CD4+ T cells		naive CD4-positive T cell	CL:0000896	Enhancer activity assay, TF binding assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR, Flow cytometry
2019	31041782	PCGF6 regulates stem cell pluripotency as a transcription activator via super-enhancer dependent chromatin interactions	Mus musculus	mm10	chr4	147122070	148025142		Agtrap	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells (mESCs)		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, TF binding assay, Chromatin interaction assay, Functional perturbation assay	ChIP-seq, RNA-seq, Hi-C	ChIP-RT-qPCR, RT-RT-qPCR, Western blot
2019	31041782	PCGF6 regulates stem cell pluripotency as a transcription activator via super-enhancer dependent chromatin interactions	Mus musculus	mm10	chrX	7230000	7720000		Tfe3	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells (mESCs)		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, TF binding assay, Chromatin interaction assay, Functional perturbation assay	ChIP-seq, RNA-seq, Hi-C	RT-RT-qPCR, Western blot
2017	29078395	STAT5-mediated chromatin interactions in superenhancers activate IL-2 highly inducible genes: Functional dissection of the Il2ra gene locus	Mus musculus	mm10	chr11	5202000	5255000		Il2Ra	Enhancer	Active	Disease	immune dysregulation	MONDO:0005317	DOID:2914	Blood	UBERON:0000178	CD4+ T cells		CD4-positive T cell	CL:0000624	Chromatin interaction assay, Functional perturbation assay	ChIA-PET, RNA-seq	CRISPR knockout, Luciferase reporter assay, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr11	78901000	78901400	Esrrb	Nfkbid	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr11	97234000	97234400	Esrrb	Slc13A5	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr13	48792000	48792400	Esrrb	Stard8	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr16	31208000	31208400	Esrrb	Cdyl2	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, Chromatin interaction assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, 4C-seq	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr19	45678000	45678400	Esrrb	Kirrel2	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr2	130890000	130890400	Esrrb	Nphs1	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr7	56789000	56789400	Esrrb	Aard	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr8	34567000	34567400	Esrrb	Manba	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr9	112345000	112345400	Esrrb	Icam1	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr9	12456000	12456400	Esrrb	Aplp1	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chrX	14567000	14567400	Esrrb	Xaf1	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chrX	98765000	98765400	Esrrb	Nr0B1	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr4	55621000	55621400	Esrrb	Klf4	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, Chromatin interaction assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, 4C-seq	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr5	120456000	120456400	Esrrb	Tbx3	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, Chromatin interaction assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, 4C-seq	siRNA knockdown, RT-RT-qPCR
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr6	53214500	53214900	Esrrb	Sik1	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Functional perturbation assay, Chromatin interaction assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, 4C-seq, ChIA-PET	siRNA knockdown, RT-RT-qPCR, Western blot
2019	30527662	Promoter-Enhancer Communication Occurs Primarily within Insulated Neighborhoods	Mus musculus	mm10	chr6	87652000	87652400	Esrrb	Mitf	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells		mouse embryonic stem cell	CL:0002322	Enhancer activity assay, Chromatin interaction assay, TF binding assay	ChIP-seq, RNA-seq, Hi-C, 4C-seq, ChIA-PET	siRNA knockdown, RT-RT-qPCR
2020	33315856	HOX paralogs selectively convert binding of ubiquitous transcription factors into tissue-specific patterns of enhancer activation	Mus musculus	mm10	chr16	18164900	18165100	Pbx1	Zfp703	Enhancer	Active	Normal				Pharyngeal arch	UBERON:0003066	NIH/3T3 cell line	CVCL_0594	fibroblast	CL:0000057	Enhancer activity assay, TF binding assay	ChIP-seq	Luciferase Reporter Assay, Transgenic Reporter Assay, ChIP-RT-qPCR
2020	33315856	HOX paralogs selectively convert binding of ubiquitous transcription factors into tissue-specific patterns of enhancer activation	Mus musculus	mm10	chr2	73389900	73390100	Pbx1	Meis2	Enhancer	Active	Normal				Pharyngeal arch	UBERON:0003066	NIH/3T3 cell line	CVCL_0594	fibroblast	CL:0000057	Enhancer activity assay, TF binding assay	ChIP-seq	Luciferase Reporter Assay, Transgenic Reporter Assay, ChIP-RT-qPCR
2014	25263596	5mC Oxidation by Tet2 Modulates Enhancer Activity and Timing of Transcriptome Reprogramming during Differentiation	Mus musculus	mm10	chr3	133140000	133200000		Lefty1	Enhancer	Silenced	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells (mESC)		mouse embryonic stem cell	CL:0002322	Functional perturbation assay	Hi-C, ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2014	25263596	5mC Oxidation by Tet2 Modulates Enhancer Activity and Timing of Transcriptome Reprogramming during Differentiation	Mus musculus	mm10	chr3	62280000	62340000		Lef1	Enhancer	Silenced	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells (mESC)		mouse embryonic stem cell	CL:0002322	Functional perturbation assay	Hi-C, ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2014	25263596	5mC Oxidation by Tet2 Modulates Enhancer Activity and Timing of Transcriptome Reprogramming during Differentiation	Mus musculus	mm10	chr3	62280000	62340000		Stat5A	Enhancer	Silenced	Normal				Embryo	UBERON:0000922	Mouse embryonic stem cells (mESC)		mouse embryonic stem cell	CL:0002322	Functional perturbation assay	Hi-C, ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2015	25271055	HDAC5 controls MEF2C-driven sclerostin expression in osteocytes	Mus musculus	mm10	chr11	101892458	101969015	Mef2C	Sost	Enhancer	Active	Normal				Bone	UBERON:0001474	Ocy454 osteocyte cell line	CVCL_UP49	osteocyte	CL:0000064	Enhancer activity assay	ChIP-seq, RNA-seq	Luciferase reporter assay, ChIP-RT-qPCR, RT-RT-qPCR
2011	21081494	AKR1B7 is induced by the farnesoid X receptor and metabolizes bile acids	Mus musculus	mm10	chr13	74520100	74520400	Nr1H4	Akr1B7	Enhancer	Active	Normal				Liver	UBERON:0002107	HEK293 cell line	CVCL_0045	embryonic kidney cell	CL:0002139	Enhancer activity assay	ChIP-seq	Luciferase Reporter Assay
2010	20393465	Widespread transcription at neuronal activity-regulated enhancers	Mus musculus	mm10	chr12	79240000	79242000	Creb1	Fos	Enhancer	Active	Normal				Brain	UBERON:0000955	Primary cortical neurons		cortical neuron	CL:0000540	Enhancer activity assay, TF binding assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR
2010	20393465	Widespread transcription at neuronal activity-regulated enhancers	Mus musculus	mm10	chr15	93680000	93682000	Crebbp	Arc	Enhancer	Active	Normal				Brain	UBERON:0000955	Primary cortical neurons		cortical neuron	CL:0000540	Enhancer activity assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, RT-RT-qPCR
2007	17194078	An inducible enhancer required for Il12b promoter activity in an insulated chromatin environment	Mus musculus	mm10	chr11	96748200	96748700	Nfkb1	Il12B	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	BMDMs		macrophage	CL:0000235	Enhancer activity assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, RT-RT-qPCR
